"ts","density_mean","density_noise_sd","velocity_mean","velocity_noise_sd","temperature_mean","temperature_noise_sd"
-8759.5,4.93050847457627,0.25844022536685,381.752542372881,2.95325949952541,71113.5593220339,3901.11030367031
-8758.50833333333,5.4,0.230752580151887,374.563793103448,3.15287541406624,72778.3333333333,31612.574332569
-8757.50833333333,5.93166666666667,0.319864907925258,374.405,1.79381863930958,69353.3333333333,4728.1630073136
-8756.50833333333,5.74333333333333,0.480639287089378,373.241666666667,1.87426520441937,66548.3333333333,3030.03607966437
-8755.50833333333,5.86,0.28109451131921,370.533333333333,2.13250601896078,72380,5260.89802434897
-8754.50833333333,6.03833333333333,0.386827601419985,372.278333333333,2.44588897568061,64491.6666666667,3974.07701681701
-8753.50833333333,5.71833333333333,0.515510826684929,372.936666666667,1.94344545228022,66860,6778.42289541989
-8752.50833333333,4.06166666666667,0.513105092703427,382.133333333333,4.91538458818,84605,19106.3981208532
-8751.50833333333,3.485,0.640398445884689,385.871666666667,7.69961845118219,101606.666666667,26907.977940309
-8750.50833333333,5.16271186440678,1.20847981881134,388.720338983051,5.14221258528197,82833.3333333333,24976.462592125
-8749.50833333333,6.12881355932203,1.23309009880565,405.377966101695,3.92319640783462,95535,26037.7841489984
-8748.50833333333,8.24833333333333,0.92973478995949,423.171666666667,4.74618461098827,104045,16874.3521323636
-8747.50833333333,4.185,0.507733971003255,419.735,6.07036773241784,125683.333333333,19152.6514221184
-8746.50833333333,5.52586206896552,0.989552197268632,438.534482758621,9.79810159767342,215200,58875.4214782135
-8745.50833333333,4.68448275862069,1.0974670665966,483.556896551724,9.06691272480272,228683.333333333,88257.4175433002
-8744.50833333333,4.22931034482759,0.408286727616821,530.686206896552,4.58709334161354,247783.333333333,64972.5604837858
-8743.50833333333,4.81929824561403,1.45654622455408,540.29298245614,18.2415939879968,258583.333333333,95938.6265093324
-8742.50833333333,3.43559322033898,1.55426544606448,514.986440677966,25.0128403201884,213783.333333333,72501.2357385432
-8741.50833333333,3.66271186440678,1.26271991549867,509.869491525424,16.9712084042517,215900,66495.7307155116
-8740.50833333333,4.20666666666667,1.66854921928457,501.788333333333,17.7354893341262,169616.666666667,48626.2713804131
-8739.50833333333,4.48333333333333,2.3099172093658,540.1,15.7037434811587,231300,60866.5740000903
-8738.50833333333,4.5,2.20910800824459,560.506666666667,21.5356739251975,219400,63009.7381945413
-8737.50833333333,4.52833333333333,0.384531411954421,550.083333333333,5.93421064103756,234783.333333333,25103.5989046611
-8736.50833333333,4.52333333333333,0.351570327125675,546.82,8.43590841862675,240566.666666667,26611.5815235856
-8735.50833333333,4.87166666666667,0.379782126062873,560.033333333333,10.5405973308155,231016.666666667,15698.9599857051
-8734.50833333333,4.79666666666667,0.322643565031905,565.111666666667,9.63389086025707,215233.333333333,18076.7353684763
-8733.50833333333,4.21896551724138,0.481758143772276,555.336206896552,12.2219707159614,195383.333333333,55349.0822322719
-8732.50833333333,4.335,0.342023721383036,558.733333333333,8.34085242700286,252100,27499.5839721998
-8731.50833333333,4.64166666666667,0.507511375843113,564.77,4.42608951124827,311533.333333333,20509.8570762484
-8730.50833333333,4.53,0.438860877792151,563.82,4.30665330760026,305833.333333333,26063.8665827413
-8729.50833333333,4.365,0.213360256069533,559.138333333333,5.89969452431447,264550,16656.5166833465
-8728.50833333333,4.38333333333333,0.496527489694779,556.005,13.7945236001803,222416.666666667,33578.0259646635
-8727.50833333333,3.34833333333333,1.77996064198219,565.878333333333,21.799796492597,214333.333333333,53815.5297561759
-8726.50833333333,2.91666666666667,0.170235795262631,552.87,2.851125261057,196000,15004.5190932712
-8725.50833333333,2.59827586206897,0.213383648515143,547.510344827586,3.30165713689717,180183.333333333,36402.1635912523
-8724.50833333333,2.72666666666667,0.19767792849281,544.178333333333,4.36463056855903,174850,36633.9774674379
-8723.50833333333,2.74166666666667,0.154362183243887,540.316666666667,6.4950904970579,174033.333333333,15284.3019796669
-8722.50833333333,2.09655172413793,0.670934122997629,532.174137931034,15.5278714641702,136950,55053.5654925848
-8721.50833333333,2.57166666666667,0.339474502508078,533.526666666667,10.6762446845776,177033.333333333,29911.8892051172
-8720.50833333333,3.73684210526316,1.22288480229845,569.666666666667,10.9235108252396,237583.333333333,80505.7039071265
-8719.50833333333,3.98474576271186,1.92549127144701,583.615254237288,16.4296446839368,253983.333333333,65686.5760348828
