obs_time,obs,pred,predMean
9030,464.738983050847,476.028726125754,476.048100114878
9090,467.230508474576,514.207578239862,475.418321581216
9150,464.935,493.980718082465,474.808373161112
9210,471.506666666667,465.441774561395,474.1907376781
9270,458.511666666667,498.364705368535,473.593292167375
9330,446.501666666667,532.046803386045,472.989038136011
9390,432.596666666667,459.908096570011,472.397810088655
9450,425.498333333333,590.07262868561,471.815617715912
9510,420.98,376.29552115592,471.242575186242
9570,424.978947368421,573.518185495765,470.680319472409
9630,430.555357142857,453.608366247044,470.131505587478
9690,443.722448979592,441.950451890561,469.592423801916
9750,445.820512820513,531.391103095102,469.05143896595
9810,453.391666666667,305.966389015874,477.692196255949
9870,463.215,504.270599347061,468.020924376275
9930,478.128333333333,494.826527733886,467.517759497283
9990,483.36,518.071847451798,475.654916039241
10050,462.951724137931,338.95603630114,466.537535728141
10110,480.453333333333,535.764364256488,474.371007757363
10170,486.252542372881,490.200170540089,473.749082373891
10230,463.391666666667,357.668503700177,473.14432768015
10290,457.903333333333,743.350800684342,464.722676074652
10350,448.041666666667,323.613575816748,471.98440390045
10410,432.438983050847,257.061121634774,471.429324255957
10470,448.22,497.88548877438,463.49020345759
10530,457.018644067797,476.645752422879,470.366786667525
10590,447.049090909091,562.227329492526,469.864461794916
10650,455.628070175439,337.541050703581,462.37491326193
10710,460.43,557.456342360071,468.921799043856
10770,465.118333333333,511.658390771527,461.703440808174
10830,448.066666666667,504.085261996237,468.052815353245
10890,480.176666666667,440.97059947869,467.651022599203
10950,478.29,474.970543426805,467.272978796341
11010,480.618644067797,336.573433490137,466.922118186449
11070,483.689830508475,389.854914218517,466.592476284896
11130,477.778333333333,471.248387594608,466.291862323546
11190,471.871666666667,589.672516539458,466.015914658527
11250,483.471428571429,624.008020340401,465.767120026774
11310,476.814285714286,438.050933568408,465.548052851591
11370,474.775,529.524491826508,465.364052318736
11430,478.791666666667,482.82572774501,465.214489803658
11490,483.340677966102,449.233815935805,465.102800141822
11550,473.427586206897,395.793667619736,465.027743713942
11610,484.896666666667,489.839924529622,464.989164308599
11670,481.966666666667,524.092927226604,464.986654350077
11730,508.665,491.649312931864,465.019585908981
11790,489.029310344828,386.325124517589,465.08711040075
11850,471.751666666667,479.394985130829,470.033082668041
11910,473.746666666667,613.947212205788,465.320163041978
11970,471.526666666667,348.672131030985,465.482622675848
12030,473.342372881356,436.801526719236,470.620322383749
12090,472.020338983051,596.124079267311,465.886727681082
12150,467.578333333333,498.204310003939,466.123600588285
12210,467.183333333333,606.222846783528,471.478496526849
12270,453.665517241379,521.011507787385,471.808419764061
12330,449.941379310345,404.945687792813,472.151659774754
12390,450.505,460.806497058159,472.504173023975
12450,440.168965517241,517.271080858554,467.522828768538
12510,434.582456140351,595.187344116441,473.225842639427
12570,429.393103448276,542.502810550538,473.580654161718
12630,423.294915254237,467.284186372604,473.927675934918
12690,416.41,485.54404054823,468.674732583568
12750,407.978333333333,297.037548207961,474.580383865135
12810,413.513333333333,516.491879804129,474.880283399457
12870,403.185964912281,187.317784514861,469.414638915725
12930,405.045,576.757481231731,469.623466360771
12990,403.038983050847,620.280068189319,475.637339905933
13050,400.518644067797,435.774081188559,475.833956595094
13110,389.530508474576,321.650750822686,470.10803217479
13170,393.695,384.691370690563,470.213770418128
13230,415.603333333333,361.108697998142,470.291494060384
13290,415.54,644.808530350047,470.340428307419
13350,409.843333333333,437.083057255745,470.362098849936
13410,403.046666666667,439.430060508467,470.357243174613
13470,403.421666666667,417.823152560278,470.327424967142
13530,417.489655172414,501.207747094211,470.272875252247
13590,417.698305084746,624.015066926897,470.195609753893
13650,428.008333333333,568.822697368008,462.903563927543
13710,428.031666666667,518.726556972311,469.972698074385
13770,435.667796610169,402.630462549141,469.831024736402
13830,440.426666666667,426.416835058091,469.668530864327
13890,454.458620689655,374.659013134618,469.485499984522
13950,441.601724137931,333.590327237592,469.285957278773
14010,442.884482758621,469.807125343897,469.067231261408
14070,455.466666666667,388.088540492827,468.834099691392
14130,451.076785714286,479.848043989233,468.583102143277
14190,455.970689655172,415.113574095579,461.586275480569
14250,457.579310344828,470.912536680896,461.378818803224
14310,476.09,378.531835168598,467.743504353338
14370,487.196666666667,323.650508686549,467.429466598298
14430,480.061666666667,405.537625439213,467.105324020378
14490,472.706779661017,397.515074969254,466.773057662503
14550,469.005172413793,592.052737987209,460.183943881917
14610,483.121666666667,428.342593343975,459.917496716328
14670,500.086666666667,650.787235450746,465.694402615344
14730,526.766666666667,478.269113097126,459.361040590318
14790,568.066666666667,328.010088034408,459.069977182778
14850,543.083333333333,463.574232249975,464.518040700179
14910,499.133333333333,506.233929122445,458.467326238742
14970,507.63,489.172888288923,463.681862208355
15030,491.7,574.55970306238,457.83851977548
15090,471.640677966102,387.706340712078,462.81999561708
15150,471.228813559322,416.118135925716,457.183301920035
15210,476.543333333333,605.674085125128,456.84772321493
15270,469.613793103448,504.309815524493,461.461055426396
15330,470.011666666667,460.749198846572,456.163862642529
15390,462.398333333333,480.087859499753,460.519277851586
15450,463.277586206897,623.056852847996,460.038254672719
15510,452.960344827586,431.140525363855,455.097130799787
15570,455.643859649123,421.538860324866,459.062946140713
15630,435.077586206897,503.713707733193,458.569328755258
15690,427.567857142857,502.105613525126,458.065808409728
15750,437.896551724138,478.117495904284,457.554919763047
15810,426.748333333333,442.416288397933,453.237356831888
15870,441.958333333333,523.094631689639,456.524673298347
15930,448.236666666667,471.64361613046,456.004164530193
15990,422.266101694915,520.427657241651,452.082172876267
16050,421.187931034483,467.801338571148,451.687933767881
16110,430.296610169492,566.77016062918,451.298746217694
16170,447.606666666667,470.882540183342,453.886565164909
16230,449,483.599398890637,453.349125041476
16290,441.761666666667,497.26071315691,452.807416011443
16350,449.527118644068,343.661696654365,449.701345554588
16410,438.92,505.676021249239,451.722121874951
16470,434.99649122807,422.294504433276,451.179332924495
16530,447.335,445.022119676552,450.633273503225
16590,450.986440677966,503.35105937882,450.08314154677
16650,439.69,376.79748644572,449.529146918438
16710,431.618965517241,376.710553930131,447.266099694978
16770,433.461666666667,543.262517840921,448.426225621078
16830,424.339655172414,496.521786959684,447.876197592702
16890,426.843333333333,520.733291780217,447.324166294099
16950,438.756140350877,574.141522755795,446.770217606728
17010,413.543636363636,410.72201230617,445.223420518491
17070,407.209259259259,302.087791571664,444.80989724536
17130,405.691228070175,356.20858531302,445.108533884032
17190,405.855,394.589265396313,444.560299396255
17250,403.22,413.791706834969,443.582304330237
17310,447.013333333333,410.464866990515,443.174565947279
17370,414.806896551724,285.428378839519,442.766091036192
17430,418.242372881356,575.280072386331,442.355443734946
17490,418.946666666667,279.310365577855,441.80221690795
17550,417.131666666667,342.498353291708,441.547227973411
17610,426.033333333333,433.943820604008,440.707812984445
17670,423.513333333333,511.869592105434,440.167036746462
17730,430.461666666667,420.80318383724,439.626177889325
17790,429.47,375.331063984379,439.935723110927
17850,420.715254237288,417.42256979342,439.535564628921
17910,430.891379310345,384.763047783137,438.004778809453
17970,444.715,428.923324740798,437.465319103395
18030,446.75,419.360082140833,438.347185459147
18090,453.985,473.644960192724,436.401560854997
18150,451.483333333333,325.267285644445,435.86455273733
18210,448.676271186441,376.209523577707,435.341762304894
18270,441.38813559322,440.24064578544,436.777715975809
18330,430.087719298246,512.817625729882,434.286506568572
18390,420.041071428571,404.699429062431,433.76744255122
18450,409.126666666667,391.308041473987,433.249804214652
18510,418.026666666667,447.385037942491,432.734205433555
18570,409.295,433.748962134044,432.219840143587
18630,410.967272727273,420.926506232299,431.707452677811
18690,396.736666666667,485.651424589966,434.105518576119
18750,402.866666666667,512.940411385276,433.728889920684
18810,394.433333333333,531.037543420677,430.195480397415
18870,402.934482758621,480.256530920696,429.691627656711
18930,399.910526315789,235.462338113,429.20221974572
18990,400.484745762712,374.531078351798,428.703376480149
19050,398.086666666667,401.90084611011,428.219371171603
19110,404.636206896552,495.843144951394,427.724522337379
19170,390.401666666667,296.338959060626,427.246340358493
19230,392.303448275862,398.383545740078,430.818516652658
19290,398.901724137931,459.03811511528,426.283756699508
19350,392.201754385965,433.318443878703,425.813799580083
19410,390.559322033898,386.59381725548,429.764334539314
19470,377.961666666667,298.657493919439,424.869061072052
19530,393.443333333333,405.90281687612,424.40805802807
19590,392.79,295.300126028033,423.949181980447
19650,389.03,424.040842011798,428.394232915358
19710,396.151666666667,373.618086640227,423.031645872051
19770,388.026666666667,345.292797406721,422.58278170757
19830,388.489830508475,450.679850065747,422.139474522779
19890,384.86724137931,215.724584780973,421.698707579093
19950,394.871666666667,450.43854577273,426.74112724348
20010,397.118644067797,633.930777270881,420.817883931319
20070,405.136666666667,382.845999288363,420.388647905069
20130,407.833333333333,432.357613704756,419.96407772098
20190,403.133333333333,332.019533562645,425.470430214195
20250,393.358333333333,285.952352792188,419.116904678411
20310,396.376271186441,201.258944834407,418.706463040287
20370,424.084210526316,629.380324363438,418.289772817335
20430,424.538333333333,415.998566180654,417.88706336937
20490,413.945,394.08151942582,417.48153112358
20550,409.453333333333,360.026727081405,411.704612530304
20610,399.515,241.901082527665,416.692947246813
20670,407.275862068966,578.692563956217,416.303513054595
20730,428.006779661017,282.583940701348,415.918089329649
20790,405.235,529.80802452044,415.538027744129
20850,416.462068965517,534.505112466399,415.165498289144
20910,419.218965517241,430.950158897613,414.797140845158
20970,407.03220338983,453.701910739898,414.425788324964
21030,400.981666666667,379.813601282424,414.071062217112
21090,382.36,307.178434046349,413.711836018956
21150,395.408333333333,302.080169738125,413.359582805722
21210,391.678333333333,320.138729562851,413.014876995434
21270,395.887931034483,315.968919777175,412.675075339855
21330,404.591228070175,586.35641196922,412.342409893341
21390,397.258620689655,396.93605771141,412.009369530811
21450,394.803571428571,421.705724357145,411.689635364132
21510,411.34,429.653517139894,411.369080601624
21570,397.383050847458,367.241281723904,411.057063928958
21630,417.245,399.702417890415,404.016542447304
21690,406.645,275.275304412587,410.443357948622
21750,421.926666666667,552.784658445349,410.145970717591
21810,404.622033898305,411.571445379132,409.854651157326
21870,398.8,388.810282756045,409.56939858751
21930,407.32,432.839421305394,402.25002269549
21990,381.05,377.549570919189,401.916678572341
22050,387.783333333333,576.68756464387,401.591271102663
22110,390.608333333333,512.317169162817,401.275458722932
22170,392.976666666667,527.103070462161,400.96397718858
22230,397.056666666667,359.317798499909,400.660955188514
22290,371.25593220339,259.131207250423,400.366371715215
22350,379.629310344828,533.204865826517,407.501792740801
22410,380.584745762712,298.49014279439,407.271772547564
22470,367.325,313.98398904224,399.527667337834
22530,364.485,305.893559609977,399.266502992973
22590,355.68275862069,566.679252243473,406.618575771959
22650,357.661666666667,445.077795416217,398.761576581675
22710,362.773333333333,347.155818005672,398.521898059762
22770,366.888333333333,343.904673037635,398.291984567483
22830,370.791071428571,396.328369751444,398.067376783872
22890,377.531034482759,326.549963734631,397.855931138274
22950,369.583333333333,331.886593795058,391.105613269148
23010,355.581034482759,424.321063892903,390.882471450613
23070,356.7,445.809133310084,397.272525613722
23130,361.34,511.653383647522,397.09579765501
23190,370.68,447.972289499725,390.275817140271
23250,363.688333333333,423.463353618881,396.772798522365
23310,365.305084745763,448.607331405963,389.930139217269
23370,358.780701754386,336.743188257261,389.775877920502
23430,352.685,381.746122547685,389.632669833976
23490,353.6,458.252706336656,396.25498083595
23550,352.736666666667,292.558348753251,389.384611762769
23610,360.691666666667,289.981419608619,396.062229546402
23670,358.42,389.132567787213,389.191380933823
23730,358.803333333333,486.641121003624,389.116065841411
23790,362.912280701754,430.32196033248,389.055278324218
23850,354.079310344828,98.1948213089597,389.008709227007
23910,354.086666666667,371.315844760393,388.977207744386
23970,354.125423728814,348.777557992894,388.960121962871
24030,356.048214285714,479.239538114363,388.957857337852
24090,354.228571428571,314.802644182777,388.97082084126
24150,353.286440677966,431.681194122329,383.225734512717
24210,346.268965517241,459.709265197897,383.274302255655
24270,337.269491525424,368.188021916619,383.340676752367
24330,348.550877192982,379.429418643333,383.425866503498
24390,341.563636363636,439.605213560628,383.530494954581
24450,340.998333333333,543.292081451941,383.652585984019
24510,339.33275862069,382.902131819348,383.796595938822
24570,340.465,404.492466156336,383.95868797095
24630,345.995,317.499677971837,384.14151949411
24690,343.918333333333,433.490168172994,379.488888992131
24750,357.596666666667,348.214907980178,384.575057415488
24810,344.627586206897,382.85052918801,384.825218572041
24870,338.059322033898,332.683321013567,385.100037693594
24930,337.786666666667,352.469421467546,380.631095005427
24990,341.743333333333,449.09359866236,380.981700217341
25050,337.938333333333,408.594276750959,386.075548753487
25110,333.298333333333,350.417354641781,381.774846346444
25170,335.838333333333,425.632443213981,382.21928911209
25230,327.938333333333,365.326572934882,382.693429974029
25290,317.118644067797,385.711883088018,383.201141882828
25350,340.20350877193,324.934235868257,383.741106495573
25410,316.124137931035,380.331094939928,384.319312183219
25470,304.65,530.034786822596,381.082921567527
