obs_time,obs,pred,predMean
9030,464.738983050847,461.766358785659,461.786535326554
9090,467.230508474576,523.341494069156,482.945423941708
9150,464.935,480.992146664106,461.025602918082
9210,471.506666666667,451.513340975531,460.624722787126
9270,458.511666666667,486.006840389027,460.209291504908
9330,446.501666666667,542.466395503829,480.962210270134
9390,432.596666666667,446.339654726973,459.346744489247
9450,425.498333333333,603.03806146414,479.882349813515
9510,420.98,359.556716576508,458.436875244064
9570,424.978947368421,565.068729602987,457.970888461176
9630,430.555357142857,460.961060885903,478.168657860387
9690,443.722448979592,448.793546806692,477.580564965318
9750,445.820512820513,521.44838698998,456.526352880273
9810,453.391666666667,277.192955527613,456.032364929299
9870,463.215,513.533854145992,475.782565816245
9930,478.128333333333,503.608430756262,475.168418964126
9990,483.36,498.710233320313,454.536214957142
10050,462.951724137931,341.077601822475,473.944061295329
10110,480.453333333333,517.472345957926,453.535819503628
10170,486.252542372881,489.855545202561,472.722984063717
10230,463.391666666667,332.286468899759,452.545785147317
10290,457.903333333333,742.223966990172,452.053898502833
10350,448.041666666667,316.408442239829,470.925411432658
10410,432.438983050847,247.090452100739,470.338683496017
10470,448.22,486.449719798106,450.629637708419
10530,457.018644067797,456.706801922894,450.167735108253
10590,447.049090909091,545.903402394927,449.714477881129
10650,455.628070175439,319.265915501455,449.270919478845
10710,460.43,541.039424358379,448.837409455724
10770,465.118333333333,519.059859291637,467.035566078404
10830,448.066666666667,504.051862714866,466.526801220051
10890,480.176666666667,438.236526435251,466.022164424939
10950,478.29,455.210307986711,447.193877990147
11010,480.618644067797,329.316604946591,465.064878092195
11070,483.689830508475,384.688233358122,464.604586639201
11130,477.778333333333,469.322161728685,464.160316421871
11190,471.871666666667,592.511615333345,463.732639101261
11250,483.471428571429,610.194187745677,445.398286593111
11310,476.814285714286,434.286770386889,462.922935514809
11370,474.775,529.36218165416,462.543948023842
11430,478.791666666667,480.525501563698,462.184732387049
11490,483.340677966102,445.31954548925,461.845889483902
11550,473.427586206897,389.425976422446,461.528017916124
11610,484.896666666667,487.106733225475,461.226550435608
11670,481.966666666667,505.040013297871,443.485311048632
11730,508.665,488.426148072512,460.693306225145
11790,489.029310344828,378.43814598341,460.462783194499
11850,471.751666666667,470.003498481795,460.253786809277
11910,473.746666666667,597.561234878269,442.777430855083
11970,471.526666666667,338.266595224237,459.915866661249
12030,473.342372881356,424.568530728502,459.788242550048
12090,472.020338983051,595.319929704621,459.687601552808
12150,467.578333333333,493.026003317166,459.616376556397
12210,467.183333333333,599.899048318233,459.573022734731
12270,453.665517241379,510.798461418625,459.55717541594
12330,449.941379310345,389.577148706037,459.567073520971
12390,450.505,447.418709343705,459.600952040483
12450,440.168965517241,511.467238928094,459.658205879809
12510,434.582456140351,586.750202284935,459.736544614954
12570,429.393103448276,531.611308369407,459.8341076017
12630,423.294915254237,453.030342488263,459.949033212653
