"ts","Relative_CH_CorrectSphereArea_j","Relative_CH_CorrectSphereArea_spline_211"
28.6530555555556,8.16053497821712,8.97417537786558
29.6530555555556,8.16767144488085,9.03064658306638
30.6530555555556,8.18838356192427,9.09958186110934
31.6530555555556,8.22215905883544,9.17986310500477
32.6530555555556,8.26798817991676,9.27037220776299
33.6530555555556,8.3248611694706,9.36999106239431
34.6530555555556,8.39176827179936,9.47760156190907
35.6530555555556,8.46769973120541,9.59208559931757
36.6530555555556,8.55164579199115,9.71232506763013
37.6530555555556,8.64259669845895,9.83720185985708
38.6530555555556,8.73954269491122,9.96559786900874
39.6530555555556,8.84147402565033,10.0963949880954
40.6530555555556,8.94738093497867,10.2284751101274
41.6530555555556,9.05625366719863,10.3607201281151
42.6530555555556,9.16708246661258,10.4920119350688
43.6530555555556,9.27885757752293,10.6212324239987
44.6530555555556,9.39056924423205,10.7472634879153
45.6530555555556,9.50120771104234,10.8689870198288
46.6530555555556,9.60976322225617,10.9852849127496
47.6530555555556,9.71522602217594,11.0950390596879
48.6530555555556,9.81658635510403,11.1971313536542
49.6530555555556,9.91283446534282,11.2904436876586
50.6530555555556,10.0030019181692,11.3739405966605
51.6530555555556,10.0865419243957,11.4474299066906
52.6530555555556,10.1631554599378,11.5112124838932
53.6530555555556,10.2326951977251,11.5655953962902
54.6530555555556,10.2953013078987,11.6108857119038
55.6530555555556,10.3511468394037,11.6473904987559
56.6530555555556,10.4004048411853,11.6754168248686
57.6530555555556,10.4432483621884,11.6952717582639
58.6530555555556,10.4798504513582,11.7072623669639
59.6530555555556,10.5103841576397,11.7116957189906
60.6530555555556,10.5350225299779,11.7088788823659
61.6530555555556,10.5539386173179,11.6991189251121
62.6530555555556,10.5673054686048,11.682722915251
63.6530555555556,10.5752961327837,11.6599979208047
64.6530555555556,10.5780836587995,11.6312510097952
65.6530555555556,10.5758410955975,11.5967892502446
66.6530555555556,10.5687414921226,11.556919710175
67.6530555555556,10.5569578973199,11.5119494576083
68.6530555555556,10.5406633601344,11.4621855605665
69.6530555555556,10.5200309295113,11.4079350870718
70.6530555555556,10.4952336543955,11.3495051051461
71.6530555555556,10.4664445837322,11.2872026828115
72.6530555555556,10.4338367664665,11.2213348880899
73.6530555555556,10.3975832515433,11.1522087890036
74.6530555555556,10.3578570879077,11.0801314535743
75.6530555555556,10.3148313245049,11.0054099498243
76.6530555555556,10.2686790102798,10.9283513457755
77.6530555555556,10.2195731941776,10.84926270945
78.6530555555556,10.1676869251432,10.7684511088698
79.6530555555556,10.1131932521218,10.6862236120569
80.6530555555556,10.0562652240584,10.6028872870334
81.6530555555556,9.99707588989816,10.5187492018213
82.6530555555556,9.93579829858603,10.4341164244426
83.6530555555556,9.8726054990671,10.3492960229193
84.6530555555556,9.80767054028645,10.2645950652736
85.6530555555556,9.74116647118914,10.1803206195274
86.6530555555556,9.67326634072023,10.0967797537027
87.6530555555556,9.60414319782479,10.0142795358217
88.6530555555556,9.53397009144787,9.93312703390621
89.6530555555556,9.46292007053455,9.85362931597842
90.6530555555556,9.39116618402987,9.77609345006032
91.6530555555556,9.31888756779784,9.70082650417394
92.6530555555556,9.24632589239458,9.62813554634131
93.6530555555556,9.17375958247799,9.55832764458447
94.6530555555556,9.10146753242567,9.49170986692544
95.6530555555556,9.02972863661517,9.42858928138627
96.6530555555556,8.95882178942411,9.36927295598898
97.6530555555556,8.88901378969572,9.31404376768693
98.6530555555556,8.82044801159309,9.26293774407318
99.6530555555556,8.75319566757816,9.21584658933844
100.653055555556,8.6873270624016,9.17266019225096
101.653055555556,8.6229125008141,9.13326844157895
102.653055555556,8.56002228756635,9.09756122609067
103.653055555556,8.49872672740903,9.06542843455435
104.653055555556,8.43909612509282,9.03675995573822
105.653055555556,8.38120078536842,9.01144567841051
106.653055555556,8.3251110129865,8.98937549133947
107.653055555556,8.27089711269776,8.97043928329333
108.653055555556,8.21862938925287,8.95452694304032
109.653055555556,8.16837814740253,8.94152835934868
110.653055555556,8.12021369189741,8.93133342098666
111.653055555556,8.0742063274882,8.92383201672247
