obs_time,obs,pred,predMean
9030,464.738983050847,487.327394581584,487.346545161972
9090,467.230508474576,512.334761207912,473.992798016162
9150,464.935,492.37226425198,473.421002830727
9210,471.506666666667,476.446070392526,485.09414593413
9270,458.511666666667,496.741871219453,472.256106474724
9330,446.501666666667,530.05478495099,471.678036942362
9390,432.596666666667,458.754664337316,471.100354284963
9450,425.498333333333,598.975271795173,482.081926772644
9510,420.98,387.482662215032,481.334846154325
9570,424.978947368421,582.245953264596,480.593949244903
9630,430.555357142857,463.527583110477,479.86018793398
9690,443.722448979592,451.811559233822,479.134781199622
9750,445.820512820513,540.040385615862,478.419583535005
9810,453.391666666667,297.433824707216,467.179397256229
9870,463.215,502.482223859975,466.650557487142
9930,478.128333333333,503.329145006628,476.335284419034
9990,483.36,507.536375281463,465.608569413991
10050,462.951724137931,348.891480618539,475.001789924711
10110,480.453333333333,535.036154762763,474.350748083727
10170,486.252542372881,489.974593636101,473.713209137721
10230,463.391666666667,358.9452416097,473.089470552799
10290,457.903333333333,738.580668944414,463.165509742343
10350,448.041666666667,325.214363787585,471.874272204436
10410,432.438983050847,250.364784831082,462.261027306533
10470,448.22,495.822141474971,461.823481093523
10530,457.018644067797,467.605123571827,461.398562925597
10590,447.049090909091,560.922381314103,469.62458448569
10650,455.628070175439,337.185461996627,460.579818465413
10710,460.43,547.703909825847,460.190291534529
10770,465.118333333333,509.194763878125,459.815863178989
10830,448.066666666667,503.244890036385,467.627947050025
10890,480.176666666667,440.79709392696,467.169855081665
10950,478.29,474.34168733274,466.732886207091
11010,480.618644067797,329.600300598094,458.445885722371
11070,483.689830508475,382.28752917822,458.140201635089
11130,477.778333333333,470.437807896788,465.538438177631
11190,471.871666666667,579.813528988036,457.582857762252
11250,483.471428571429,621.270699094787,464.854533952781
11310,476.814285714286,437.371517930516,464.551557618127
11370,474.775,527.690932027321,464.270350611638
11430,478.791666666667,481.421362928823,464.013206777474
11490,483.340677966102,448.100171203294,463.786164200583
11550,473.427586206897,395.15106237267,463.586774368382
11610,484.896666666667,487.981743963393,463.417547179048
11670,481.966666666667,521.70751553368,463.282819258193
11730,508.665,489.504663998399,463.182014345608
11790,489.029310344828,385.263327665371,463.117079548708
11850,471.751666666667,477.829323515997,468.575376661798
11910,473.746666666667,615.489489505834,468.576314590248
11970,471.526666666667,347.654562844704,463.118068899266
12030,473.342372881356,435.259737600318,468.688556047888
12090,472.020338983051,597.532680259566,468.797144421522
12150,467.578333333333,495.102860960351,463.392086237215
12210,467.183333333333,596.726852054395,463.536289437975
12270,453.665517241379,517.941101834921,469.305393073788
12330,449.941379310345,403.096520464061,469.527515176691
12390,450.505,452.535792604817,464.09857828172
12450,440.168965517241,519.207544607492,470.032958270991
12510,434.582456140351,590.865491661532,470.31037400114
12570,429.393103448276,538.726047744445,470.598658591006
12630,423.294915254237,464.32764990944,470.894530901891
12690,416.41,481.980957521023,465.306175873534
12750,407.978333333333,290.065816007604,465.561338637294
12810,413.513333333333,512.931053959537,471.799296479924
12870,403.185964912281,193.248467699223,472.092357468259
12930,405.045,578.274877939609,472.376265575994
12990,403.038983050847,609.509369013972,466.534570280373
13050,400.518644067797,433.305928617416,472.903858575713
13110,389.530508474576,326.397770894067,473.143135654256
13170,393.695,388.828090194142,473.36429905427
13230,415.603333333333,359.38749656975,467.311264860312
13290,415.54,639.91609929542,467.459854373752
13350,409.843333333333,434.690543617838,467.585832101712
13410,403.046666666667,443.440615521737,474.011165244957
13470,403.421666666667,415.871264461041,467.770090410438
13530,417.489655172414,498.402958118015,467.824807885747
13590,417.698305084746,619.9011495835,467.855442262948
13650,428.008333333333,572.560002481364,467.862262294812
13710,428.031666666667,522.386751053112,474.195091187844
13770,435.667796610169,401.382748076342,467.808395376664
13830,440.426666666667,424.99598800085,467.748932280689
13890,454.458620689655,373.936603075239,467.669610139492
13950,441.601724137931,333.438995760856,467.569868597795
14010,442.884482758621,468.181300958274,467.449938871955
14070,455.466666666667,387.498205068367,467.312656939245
14130,451.076785714286,478.291401144393,467.156359567912
14190,455.970689655172,421.047763727646,466.984570962835
14250,457.579310344828,476.218689070009,466.794908068916
14310,476.09,378.40465560004,466.587591567528
14370,487.196666666667,324.24185594137,466.362844763455
14430,480.061666666667,405.267784841804,466.125523198942
14490,472.706779661017,389.649194065627,458.108536984421
14550,469.005172413793,595.952674492872,465.604508911344
14610,483.121666666667,434.112097179721,465.322898498749
14670,500.086666666667,647.984734807729,465.026276848989
14730,526.766666666667,483.404887905065,464.714851474028
14790,568.066666666667,334.846431414364,464.395019825416
14850,543.083333333333,463.128472954096,464.061397995073
14910,499.133333333333,510.929971050592,463.714182780166
14970,507.63,488.557715890833,463.360636392708
15030,491.7,571.275200220634,455.899972675863
15090,471.640677966102,381.360703810946,455.608194988982
15150,471.228813559322,421.627856407632,462.219484570898
15210,476.543333333333,608.924668797991,461.814479486051
15270,469.613793103448,503.760482154595,461.405827180119
15330,470.011666666667,465.518540174211,460.986079201721
15390,462.398333333333,473.381891690716,454.038962696959
15450,463.277586206897,621.260415347765,460.121645770083
15510,452.960344827586,435.996164614078,459.676517447522
15570,455.643859649123,422.129991592787,459.221373101243
15630,435.077586206897,503.380082697631,458.756280485619
15690,427.567857142857,501.813273719592,458.281308114624
15750,437.896551724138,478.131902669295,457.806441305778
15810,426.748333333333,446.624324368092,457.320611003365
15870,441.958333333333,522.62697804152,456.824662808282
15930,448.236666666667,471.778835825035,456.31972860693
15990,422.266101694915,523.373963244484,455.816596293093
16050,421.187931034483,471.232863695886,455.305268606927
16110,430.296610169492,563.753152574644,449.613282351645
16170,447.606666666667,471.055025245758,454.255037189803
16230,449,483.619145668821,453.717699073135
16290,441.761666666667,497.125111513191,453.184422009838
16350,449.527118644068,343.157639130019,447.974505067361
16410,438.92,500.88649994777,447.554763223209
16470,434.99649122807,422.988299406409,451.540046106702
16530,447.335,445.431484237336,450.977933744705
16590,450.986440677966,503.075561799205,450.421896306432
16650,439.69,373.950325521871,445.843289938816
16710,431.618965517241,375.665399223004,445.407342526952
16770,433.461666666667,538.710092028445,444.967392663652
16830,424.339655172414,496.220028535057,448.135389704164
16890,426.843333333333,520.112987422395,447.550370095211
16950,438.756140350877,572.874041700264,446.971502842972
17010,413.543636363636,409.08289261955,443.186452153616
17070,407.209259259259,301.660422173554,442.736745717127
17130,405.691228070175,357.333576605646,445.208386526718
17190,405.855,395.215961911988,444.610761176655
17250,403.22,411.929605043801,441.376675986039
17310,447.013333333333,411.08478301156,443.417294161498
17370,414.806896551724,287.298715923402,442.822107949382
17430,418.242372881356,573.613738668173,442.221913764708
17490,418.946666666667,281.000581408075,441.618678256009
17550,417.131666666667,343.1058107153,441.012515673607
17610,426.033333333333,431.932814337876,438.61880858526
17670,423.513333333333,510.679456151259,439.803729851014
17730,430.461666666667,420.596093064062,439.202032111948
17790,429.47,373.368136610688,437.227815182112
17850,420.715254237288,414.905523462814,436.763525061129
17910,430.891379310345,383.669588105652,436.297368762569
17970,444.715,428.326134237126,436.769627658953
18030,446.75,417.387819506437,436.155975415052
18090,453.985,471.714281415063,434.900349683674
18150,451.483333333333,325.614119657518,434.936048182754
18210,448.676271186441,375.880734211949,434.331096916133
18270,441.38813559322,437.146984192344,433.72398672516
18330,430.087719298246,510.741041669242,433.115494296996
18390,420.041071428571,403.773083258474,432.505902581425
18450,409.126666666667,390.436764039868,431.894880583621
18510,418.026666666667,445.778985613851,431.297097349542
18570,409.295,432.195449247689,430.683960136418
18630,410.967272727273,419.427932923748,430.084560232277
18690,396.736666666667,481.212698253552,430.261187414847
18750,402.866666666667,508.100100678448,429.801996977074
18810,394.433333333333,529.0216884127,429.342473040157
18870,402.934482758621,478.864185247122,428.882364847635
18930,399.910526315789,235.571139080371,427.076933473571
18990,400.484745762712,372.926637888855,426.474254929533
19050,398.086666666667,401.497272106211,427.512308384148
19110,404.636206896552,492.615991235446,425.282870007481
19170,390.401666666667,297.204487678661,426.602326864434
19230,392.303448275862,392.030599744805,424.091550842677
19290,398.901724137931,455.880126819376,423.503471195402
19350,392.201754385965,430.333725402329,422.91561997182
19410,390.559322033898,379.655454709268,422.328156566693
19470,377.961666666667,296.98499489264,421.741169127288
19530,393.443333333333,405.618452479311,423.91030275493
19590,392.79,293.418053211673,420.583608648564
19650,389.03,415.695519298243,419.998709618503
19710,396.151666666667,370.585354894614,419.429107841802
19770,388.026666666667,342.447572587159,418.846297090521
19830,388.489830508475,446.490327405973,418.279061637793
19890,384.86724137931,217.672674551464,421.27163248659
19950,394.871666666667,440.558142680592,417.133987972398
20010,397.118644067797,627.226488966421,416.571080330447
20070,405.136666666667,378.899850642052,416.009580896749
20130,407.833333333333,427.701574622595,415.450953150589
20190,403.133333333333,322.520732431993,414.8940117444
20250,393.358333333333,282.710216868995,414.339198362493
20310,396.376271186441,203.347317669943,418.28736698715
20370,424.084210526316,621.908907970424,413.252520746185
20430,424.538333333333,410.839448288041,412.706168507371
20490,413.945,389.033363615126,412.16354100155
20550,409.453333333333,360.541355134852,411.623323504243
20610,399.515,238.324625590954,411.100899760288
20670,407.275862068966,571.085018540167,410.568536690408
20730,428.006779661017,278.242299401119,410.038921953052
20790,405.235,522.48033424072,409.528027655538
20850,416.462068965517,526.970858297875,409.007393971418
20910,419.218965517241,424.456587089193,408.489835546279
20970,407.03220338983,452.679504629753,413.856289913356
21030,400.981666666667,373.622109208398,407.484534512386
21090,382.36,301.676080210401,406.981005568261
21150,395.408333333333,296.488283005321,406.484491424188
21210,391.678333333333,314.186556782482,405.991714524732
21270,395.887931034483,309.925403867173,405.516404479283
21330,404.591228070175,577.042824912876,405.035443560925
21390,397.258620689655,389.659018086532,404.558513893921
21450,394.803571428571,413.988451906739,404.087862192555
21510,411.34,421.69756285312,403.623971010365
21570,397.383050847458,359.842285321853,403.152811308678
21630,417.245,398.436361684477,402.700738453037
21690,406.645,268.646066119996,402.255446134345
21750,421.926666666667,542.79755777082,401.803690249563
21810,404.622033898305,403.06855437173,401.371557147999
21870,398.8,380.415592759967,400.935327440829
21930,407.32,430.741212300372,400.504551518752
21990,381.05,375.997027410446,400.08314880608
22050,387.783333333333,572.746354863993,399.669162355527
22110,390.608333333333,509.022203649232,399.260956819924
22170,392.976666666667,523.537265311947,398.852729232849
22230,397.056666666667,357.596180211324,398.462593453917
22290,371.25593220339,258.462689803241,398.069218614686
22350,379.629310344828,521.939569299945,397.686025496391
22410,380.584745762712,283.255063988039,390.782291968703
22470,367.325,312.379791807622,396.93703386463
