obs_time,obs,pred,predMean
9030,464.738983050847,505.016879833437,505.034867809955
9090,467.230508474576,540.483184317033,504.46890592119
9150,464.935,521.676170659684,503.875412744287
9210,471.506666666667,495.111327794574,503.234391253428
9270,458.511666666667,525.570554631064,502.571285035982
9330,446.501666666667,556.72279001281,501.890009434713
9390,432.596666666667,489.570090939114,501.166292013633
9450,425.498333333333,610.223561899207,500.426641767364
9510,420.98,411.507023323865,499.6615777358
9570,424.978947368421,594.354868491518,498.874009727137
9630,430.555357142857,482.740023982381,498.081100131802
9690,443.722448979592,471.58970338235,497.254172299253
9750,445.820512820513,554.305980846319,496.426087998458
9810,453.391666666667,336.142470043159,495.583035870974
9870,463.215,528.382983643852,494.726605599657
9930,478.128333333333,519.212169736654,493.857067147923
9990,483.36,532.37684362643,492.994413846129
10050,462.951724137931,373.652684591699,492.107020516667
10110,480.453333333333,548.231688276955,491.230404337118
10170,486.252542372881,505.605904655561,490.331725148954
10230,463.391666666667,382.232526075702,489.447224965197
10290,457.903333333333,747.239381986969,488.544276357297
10350,448.041666666667,349.904073343629,487.660472117956
10410,432.438983050847,287.748992235554,486.781322149895
10470,448.22,517.826479571141,485.891828391709
10530,457.018644067797,490.858264465363,485.028495085112
10590,447.049090909091,569.914898164692,484.159657738896
10650,455.628070175439,367.417175662453,483.320440294946
10710,460.43,564.679986998939,482.479193137419
10770,465.118333333333,528.035950369997,481.654770883549
10830,448.066666666667,514.301863339199,480.847173137117
10890,480.176666666667,455.284182675808,480.055891874491
10950,478.29,486.428328628146,479.281446747651
11010,480.618644067797,357.486462343978,478.510019472097
11070,483.689830508475,406.523445149529,477.771212230953
11130,477.778333333333,481.639247072847,477.037310960513
11190,471.871666666667,591.146476990762,476.336251963388
11250,483.471428571429,622.565151724339,475.644784374802
11310,476.814285714286,449.438569215409,474.968548241896
11370,474.775,533.884824640779,474.314414442741
11430,478.791666666667,490.040100056245,473.688767735111
11490,483.340677966102,458.341011696364,473.074730882688
11550,473.427586206897,408.203930112323,472.485009610141
11610,484.896666666667,494.993133252991,471.920193113295
11670,481.966666666667,526.253916144546,471.376098169104
