hours since 2015-01-01 00:00,Relative_CH_CorrectSphereArea
126.751666666666666666666666666666666667,6.38
126.801666666666666666666666666666666667,6.41
126.851666666666666666666666666666666667,6.32
126.901666666666666666666666666666666667,6.4
126.951666666666666666666666666666666667,6.4
127.951666666666666666666666666666666667,6.47
128.951666666666666666666666666666666667,6.49
129.951666666666666666666666666666666667,6.09
130.951666666666666666666666666666666667,6.34
131.951666666666666666666666666666666667,6.17
132.951666666666666666666666666666666667,6.3
133.951666666666666666666666666666666667,6.25
134.951666666666666666666666666666666667,6.28
135.951666666666666666666666666666666667,5.71
136.951666666666666666666666666666666667,5.56
137.951666666666666666666666666666666667,5.57
138.951666666666666666666666666666666667,5.45
139.951666666666666666666666666666666667,5.73
140.951666666666666666666666666666666667,5.61
141.951666666666666666666666666666666667,5.37
142.951666666666666666666666666666666667,5.53
143.951666666666666666666666666666666667,5.51
144.951666666666666666666666666666666667,5.36
145.951666666666666666666666666666666667,5.34
146.951666666666666666666666666666666667,6.31
147.951666666666666666666666666666666667,6.26
148.951666666666666666666666666666666667,6.65
149.951666666666666666666666666666666667,6.4
150.951666666666666666666666666666666667,6.87
151.951666666666666666666666666666666667,6.6
152.951666666666666666666666666666666667,6.26
153.951666666666666666666666666666666667,5.71
154.951666666666666666666666666666666667,6.85
155.951666666666666666666666666666666667,6.74
156.951666666666666666666666666666666667,6.73
157.951666666666666666666666666666666667,6.66
158.951666666666666666666666666666666667,6.97
159.951666666666666666666666666666666667,7.23
160.951666666666666666666666666666666667,7.05
161.951666666666666666666666666666666667,6.91
162.951666666666666666666666666666666667,6.62
163.951666666666666666666666666666666667,6.62
164.951666666666666666666666666666666667,6.56
165.951666666666666666666666666666666667,6.09
166.951666666666666666666666666666666667,6.57
167.951666666666666666666666666666666667,6.66
168.951666666666666666666666666666666667,6.52
169.951666666666666666666666666666666667,6.51
170.951666666666666666666666666666666667,6.28
171.951666666666666666666666666666666667,6.18
172.951666666666666666666666666666666667,5.73
173.951666666666666666666666666666666667,6.22
174.051666666666666666666666666666666667,6.16
174.101666666666666666666666666666666667,6.18
174.151666666666666666666666666666666667,6.25
174.201666666666666666666666666666666667,6.17
174.251666666666666666666666666666666667,5.51
174.301666666666666666666666666666666667,6.01
174.351666666666666666666666666666666667,6.2
174.401666666666666666666666666666666667,6.39
174.451666666666666666666666666666666667,6.11
174.501666666666666666666666666666666667,6.05
174.551666666666666666666666666666666667,6.41
174.601666666666666666666666666666666667,6.3
174.651666666666666666666666666666666667,6.24
174.701666666666666666666666666666666667,6.23
174.751666666666666666666666666666666667,6.14
174.801666666666666666666666666666666667,6.48
174.851666666666666666666666666666666667,6.46
174.901666666666666666666666666666666667,6.51
174.951666666666666666666666666666666667,6.23
175.951666666666666666666666666666666667,6.32
176.951666666666666666666666666666666667,6.03
177.951666666666666666666666666666666667,5.95
178.951666666666666666666666666666666667,6.34
179.951666666666666666666666666666666667,6.04
180.951666666666666666666666666666666667,5.62
181.951666666666666666666666666666666667,5.9
182.951666666666666666666666666666666667,5.53
183.951666666666666666666666666666666667,6.15
184.951666666666666666666666666666666667,5.33
185.951666666666666666666666666666666667,6.12
186.951666666666666666666666666666666667,5.47
187.951666666666666666666666666666666667,5.32
188.951666666666666666666666666666666667,5.49
189.951666666666666666666666666666666667,5.71
190.951666666666666666666666666666666667,5.38
191.951666666666666666666666666666666667,4.83
192.951666666666666666666666666666666667,5
193.951666666666666666666666666666666667,5.1
194.951666666666666666666666666666666667,4.01
195.951666666666666666666666666666666667,4.89
196.951666666666666666666666666666666667,4.5
197.951666666666666666666666666666666667,6.11
198.951666666666666666666666666666666667,6.04
199.951666666666666666666666666666666667,5.79
200.951666666666666666666666666666666667,5.69
201.951666666666666666666666666666666667,5.57
202.951666666666666666666666666666666667,5.53
203.951666666666666666666666666666666667,5.37
204.951666666666666666666666666666666667,3.96
205.951666666666666666666666666666666667,4.02
206.351666666666666666666666666666666667,0.99
207.951666666666666666666666666666666667,4.75
208.951666666666666666666666666666666667,3.67
209.951666666666666666666666666666666667,5.24
210.951666666666666666666666666666666667,5.16
211.951666666666666666666666666666666667,3.36
212.801666666666666666666666666666666667,0.6
213.951666666666666666666666666666666667,4.98
214.951666666666666666666666666666666667,4.76
215.951666666666666666666666666666666667,4.7
216.951666666666666666666666666666666667,4.23
217.951666666666666666666666666666666667,4.64
218.951666666666666666666666666666666667,4.42
219.951666666666666666666666666666666667,3.69
220.951666666666666666666666666666666667,3.38
221.951666666666666666666666666666666667,3.41
222.951666666666666666666666666666666667,3.45
223.401666666666666666666666666666666667,3.42
224.951666666666666666666666666666666667,3.59
225.951666666666666666666666666666666667,3.78
226.951666666666666666666666666666666667,3.99
227.958333333333333333333333333333333333,4.16
228.951666666666666666666666666666666667,3.66
229.951666666666666666666666666666666667,2.69
230.951666666666666666666666666666666667,3.55
231.951666666666666666666666666666666667,3.66
232.951666666666666666666666666666666667,3.51
233.951666666666666666666666666666666667,2.13
234.951666666666666666666666666666666667,2.16
235.951666666666666666666666666666666667,2
236.951666666666666666666666666666666667,2.93
237.951666666666666666666666666666666667,2.4
238.951666666666666666666666666666666667,2.63
239.951666666666666666666666666666666667,2.45
240.951666666666666666666666666666666667,2.81
241.951666666666666666666666666666666667,2.17
242.951666666666666666666666666666666667,2.13
243.951666666666666666666666666666666667,2.07
244.951666666666666666666666666666666667,2.66
245.951666666666666666666666666666666667,2.71
246.951666666666666666666666666666666667,2.54
247.951666666666666666666666666666666667,2.81
248.951666666666666666666666666666666667,1.62
249.951666666666666666666666666666666667,1.76
250.951666666666666666666666666666666667,2.46
251.951666666666666666666666666666666667,1.65
252.951666666666666666666666666666666667,1.53
253.951666666666666666666666666666666667,1.7
254.951666666666666666666666666666666667,1.64
255.951666666666666666666666666666666667,1.78
256.951666666666666666666666666666666667,1.51
257.951666666666666666666666666666666667,1.51
258.951666666666666666666666666666666667,1.55
259.951666666666666666666666666666666667,1.76
260.951666666666666666666666666666666667,1.4
261.951666666666666666666666666666666667,1.4
262.951666666666666666666666666666666667,1.48
263.951666666666666666666666666666666667,1.33
264.951666666666666666666666666666666667,1.08
265.951666666666666666666666666666666667,1
266.951666666666666666666666666666666667,1.27
267.951666666666666666666666666666666667,1.22
268.951666666666666666666666666666666667,1.2
269.951666666666666666666666666666666667,1.01
270.951666666666666666666666666666666667,1.26
271.951666666666666666666666666666666667,1.19
272.951666666666666666666666666666666667,1.07
273.951666666666666666666666666666666667,1.17
274.951666666666666666666666666666666667,1.1
275.951666666666666666666666666666666667,1.25
276.951666666666666666666666666666666667,1.23
277.0025,0.35
278.951666666666666666666666666666666667,1.03
279.0025,0.31
280.951666666666666666666666666666666667,0.9
281.405,0.39
282.001666666666666666666666666666666667,0.45
283.951666666666666666666666666666666667,0.9
284.051666666666666666666666666666666667,0.45
285.051666666666666666666666666666666667,0.43
286.951666666666666666666666666666666667,1.05
287.951666666666666666666666666666666667,1.36
288.101666666666666666666666666666666667,0.48
289.651666666666666666666666666666666667,0.49
290.951666666666666666666666666666666667,1.12
291.951666666666666666666666666666666667,1.11
292.6025,0.48
293.0025,0.5
294.002222222222222222222222222222222222,0.54
295.1025,0.54
296.951666666666666666666666666666666667,1.22
297.951666666666666666666666666666666667,1.18
298.951666666666666666666666666666666667,0.9
299.951666666666666666666666666666666667,0.92
300.951666666666666666666666666666666667,1.17
301.951666666666666666666666666666666667,1.22
302.801666666666666666666666666666666667,0.55
303.951666666666666666666666666666666667,1.25
304.951666666666666666666666666666666667,1.34
305.151666666666666666666666666666666667,0.55
306.001666666666666666666666666666666667,0.55
307.001666666666666666666666666666666667,0.53
308.051666666666666666666666666666666667,0.54
309.951666666666666666666666666666666667,1.57
310.951666666666666666666666666666666667,1.03
311.951666666666666666666666666666666667,1.51
312.951666666666666666666666666666666667,1.41
313.951666666666666666666666666666666667,2.02
314.951666666666666666666666666666666667,2.01
315.951666666666666666666666666666666667,1.86
316.951666666666666666666666666666666667,1.92
317.951666666666666666666666666666666667,1.94
318.001666666666666666666666666666666667,0.39
319.951666666666666666666666666666666667,2
320.951666666666666666666666666666666667,1.97
321.951666666666666666666666666666666667,2.01
322.951666666666666666666666666666666667,2.06
323.951666666666666666666666666666666667,2.09
324.951666666666666666666666666666666667,2.3
325.951666666666666666666666666666666667,2.23
326.951666666666666666666666666666666667,2.31
327.951666666666666666666666666666666667,2.33
328.951666666666666666666666666666666667,2.32
329.951666666666666666666666666666666667,2.34
330.951666666666666666666666666666666667,2.3
331.951666666666666666666666666666666667,2.34
332.951666666666666666666666666666666667,1.65
333.951666666666666666666666666666666667,2.7
334.951666666666666666666666666666666667,2.62
335.955,2.74
336.001666666666666666666666666666666667,2.68
336.051666666666666666666666666666666667,2.68
336.101666666666666666666666666666666667,2.65
336.151666666666666666666666666666666667,2.68
336.201666666666666666666666666666666667,2.83
336.251666666666666666666666666666666667,2.7
336.301666666666666666666666666666666667,2.8
336.351666666666666666666666666666666667,2.71
336.401666666666666666666666666666666667,2.74
336.451666666666666666666666666666666667,2.42
336.501666666666666666666666666666666667,2.73
336.551666666666666666666666666666666667,2.73
336.601666666666666666666666666666666667,2.48
336.651666666666666666666666666666666667,2.49
336.701666666666666666666666666666666667,2.43
336.751666666666666666666666666666666667,2.48
336.801666666666666666666666666666666667,2.52
336.851666666666666666666666666666666667,2.56
336.901666666666666666666666666666666667,2.55
336.951666666666666666666666666666666667,2.55
337.001666666666666666666666666666666667,2.57
337.051666666666666666666666666666666667,2.59
337.101666666666666666666666666666666667,2.57
337.151666666666666666666666666666666667,2.55
337.201666666666666666666666666666666667,2.6
337.251666666666666666666666666666666667,2.61
337.301666666666666666666666666666666667,2.61
337.351666666666666666666666666666666667,2.84
337.401666666666666666666666666666666667,2.58
337.451666666666666666666666666666666667,2.56
337.501666666666666666666666666666666667,2.55
337.551666666666666666666666666666666667,2.79
337.601666666666666666666666666666666667,2.54
337.651666666666666666666666666666666667,2.56
337.701666666666666666666666666666666667,2.54
337.751666666666666666666666666666666667,2.56
337.801666666666666666666666666666666667,2.54
337.851666666666666666666666666666666667,2.58
337.901666666666666666666666666666666667,2.79
337.951666666666666666666666666666666667,2.83
338.001666666666666666666666666666666667,2.59
338.051666666666666666666666666666666667,2.46
338.101666666666666666666666666666666667,2.87
338.151666666666666666666666666666666667,2.82
338.201666666666666666666666666666666667,2.83
338.251666666666666666666666666666666667,2.27
338.301666666666666666666666666666666667,2.56
338.351666666666666666666666666666666667,2.24
338.401666666666666666666666666666666667,2.63
338.451666666666666666666666666666666667,2.56
338.501666666666666666666666666666666667,2.57
338.551666666666666666666666666666666667,2.84
338.601666666666666666666666666666666667,2.23
338.651666666666666666666666666666666667,2.54
338.701666666666666666666666666666666667,2.47
338.751666666666666666666666666666666667,2.25
338.801666666666666666666666666666666667,2.67
338.851666666666666666666666666666666667,2.63
338.901666666666666666666666666666666667,2.68
338.951666666666666666666666666666666667,2.68
339.001666666666666666666666666666666667,2.62
339.035,2.66
339.051666666666666666666666666666666667,2.65
339.068333333333333333333333333333333333,2.98
339.101666666666666666666666666666666667,2.97
339.135,2.72
339.151666666666666666666666666666666667,3.05
339.168333333333333333333333333333333333,3.04
339.201666666666666666666666666666666667,3.05
339.235,3.06
339.251666666666666666666666666666666667,3.08
339.268333333333333333333333333333333333,3.09
339.301666666666666666666666666666666667,3.09
339.335,3.05
339.351666666666666666666666666666666667,3.07
339.368333333333333333333333333333333333,3.09
339.401666666666666666666666666666666667,3.1
339.435,3.14
339.451666666666666666666666666666666667,3.1
339.468333333333333333333333333333333333,3.2
339.501666666666666666666666666666666667,3.21
339.535,3.11
339.551666666666666666666666666666666667,3.14
339.568333333333333333333333333333333333,3.1
339.601666666666666666666666666666666667,3.13
339.635,3.12
339.651666666666666666666666666666666667,3.09
339.668333333333333333333333333333333333,3.13
339.701666666666666666666666666666666667,3.11
339.735,3.14
339.751666666666666666666666666666666667,3.15
339.768333333333333333333333333333333333,2.46
339.801666666666666666666666666666666667,3.13
339.835,2.61
339.851666666666666666666666666666666667,3.12
339.868333333333333333333333333333333333,3.14
339.901666666666666666666666666666666667,3.11
339.935,3.13
339.951666666666666666666666666666666667,3.12
339.968333333333333333333333333333333333,3.15
340.001666666666666666666666666666666667,2.54
340.035,3.18
340.051666666666666666666666666666666667,3.17
340.068333333333333333333333333333333333,3.19
340.101666666666666666666666666666666667,3.18
340.135,3.19
340.151666666666666666666666666666666667,3.2
340.168333333333333333333333333333333333,3.16
340.201666666666666666666666666666666667,3.2
340.235,3.18
340.251666666666666666666666666666666667,3.19
340.268333333333333333333333333333333333,3.22
340.301666666666666666666666666666666667,3.2
340.335,3.21
340.351666666666666666666666666666666667,3.23
340.368333333333333333333333333333333333,3.2
340.401666666666666666666666666666666667,3.2
340.435,3.24
340.451666666666666666666666666666666667,3.22
340.468333333333333333333333333333333333,3.2
340.501666666666666666666666666666666667,3.21
340.535,3.25
340.551666666666666666666666666666666667,3.2
340.568333333333333333333333333333333333,3.24
340.601666666666666666666666666666666667,3.24
340.635,3.22
340.651666666666666666666666666666666667,3.24
340.668333333333333333333333333333333333,3.23
340.701666666666666666666666666666666667,3.25
340.735,3.22
340.751666666666666666666666666666666667,3.23
340.768333333333333333333333333333333333,3.25
340.801666666666666666666666666666666667,3.24
340.835,3.26
340.851666666666666666666666666666666667,3.25
340.868333333333333333333333333333333333,3.22
340.901666666666666666666666666666666667,3.19
340.935,3.25
340.951666666666666666666666666666666667,3.23
340.968333333333333333333333333333333333,3.25
341.001666666666666666666666666666666667,3.27
341.051666666666666666666666666666666667,3.29
341.101666666666666666666666666666666667,3.29
341.151666666666666666666666666666666667,3.22
341.201666666666666666666666666666666667,3.23
341.251666666666666666666666666666666667,3.14
341.301666666666666666666666666666666667,3.2
341.351666666666666666666666666666666667,3.25
341.401666666666666666666666666666666667,3.24
341.451666666666666666666666666666666667,3.26
341.501666666666666666666666666666666667,3.22
341.551666666666666666666666666666666667,3.21
341.601666666666666666666666666666666667,3.19
341.651666666666666666666666666666666667,3.29
341.701666666666666666666666666666666667,3.29
341.751666666666666666666666666666666667,2.43
341.801666666666666666666666666666666667,3.27
341.851666666666666666666666666666666667,3.3
341.901666666666666666666666666666666667,3.15
341.951666666666666666666666666666666667,3.24
342.001666666666666666666666666666666667,3.24
342.051666666666666666666666666666666667,3.3
342.101666666666666666666666666666666667,3.29
342.151666666666666666666666666666666667,3.31
342.201666666666666666666666666666666667,3.07
342.251666666666666666666666666666666667,3.28
342.301666666666666666666666666666666667,3.34
342.351666666666666666666666666666666667,3.33
342.401666666666666666666666666666666667,3.34
342.451666666666666666666666666666666667,3.33
342.501666666666666666666666666666666667,3.31
342.551666666666666666666666666666666667,3.32
342.601666666666666666666666666666666667,3.35
342.651666666666666666666666666666666667,3.34
342.701666666666666666666666666666666667,3.37
342.751666666666666666666666666666666667,3.26
342.801666666666666666666666666666666667,3.38
342.851666666666666666666666666666666667,3.39
342.901666666666666666666666666666666667,3.4
342.951666666666666666666666666666666667,3.51
343.001666666666666666666666666666666667,2.59
343.051666666666666666666666666666666667,3.51
343.101666666666666666666666666666666667,3.52
343.151666666666666666666666666666666667,3.46
343.201666666666666666666666666666666667,3.46
343.251666666666666666666666666666666667,3.49
343.301666666666666666666666666666666667,3.49
343.351666666666666666666666666666666667,3.51
343.401666666666666666666666666666666667,3.5
343.451666666666666666666666666666666667,3.54
343.501666666666666666666666666666666667,3.54
343.551666666666666666666666666666666667,3.55
343.601666666666666666666666666666666667,3.6
343.651666666666666666666666666666666667,3.57
343.701666666666666666666666666666666667,3.53
343.751666666666666666666666666666666667,3.62
343.801666666666666666666666666666666667,3.54
343.851666666666666666666666666666666667,3.54
343.901666666666666666666666666666666667,3.54
343.951666666666666666666666666666666667,3.67
344.001666666666666666666666666666666667,3.56
344.051666666666666666666666666666666667,3.56
344.101666666666666666666666666666666667,3.66
344.151666666666666666666666666666666667,3.55
344.201666666666666666666666666666666667,3.53
344.251666666666666666666666666666666667,3.58
344.301666666666666666666666666666666667,3.49
344.351666666666666666666666666666666667,3.56
344.401666666666666666666666666666666667,3.54
344.451666666666666666666666666666666667,3.59
344.501666666666666666666666666666666667,3.58
344.551666666666666666666666666666666667,3.56
344.601666666666666666666666666666666667,3.63
344.701666666666666666666666666666666667,3.5
344.751666666666666666666666666666666667,3.64
344.801666666666666666666666666666666667,3.68
344.851666666666666666666666666666666667,3.7
344.901666666666666666666666666666666667,3.76
344.951666666666666666666666666666666667,3.66
345.001666666666666666666666666666666667,3.72
345.051666666666666666666666666666666667,3.54
345.101666666666666666666666666666666667,3.7
345.151666666666666666666666666666666667,3.65
345.201666666666666666666666666666666667,3.62
345.251666666666666666666666666666666667,3.66
345.301666666666666666666666666666666667,3.61
345.351666666666666666666666666666666667,3.85
345.401666666666666666666666666666666667,3.56
345.451666666666666666666666666666666667,3.69
345.501666666666666666666666666666666667,3.63
345.551666666666666666666666666666666667,3.62
345.601666666666666666666666666666666667,3.62
345.651666666666666666666666666666666667,4.04
345.701666666666666666666666666666666667,3.75
345.751666666666666666666666666666666667,3.8
345.801666666666666666666666666666666667,3.92
345.855,3.92
345.901666666666666666666666666666666667,3.66
345.951666666666666666666666666666666667,4
346.001666666666666666666666666666666667,3.99
346.051666666666666666666666666666666667,3.7
346.101666666666666666666666666666666667,4.01
346.151666666666666666666666666666666667,4.02
346.201666666666666666666666666666666667,4.01
346.251666666666666666666666666666666667,3.88
346.301666666666666666666666666666666667,3.76
346.351666666666666666666666666666666667,3.6
346.401666666666666666666666666666666667,3.89
346.451666666666666666666666666666666667,3.61
346.501666666666666666666666666666666667,3.81
346.551666666666666666666666666666666667,3.82
346.601666666666666666666666666666666667,3.77
346.651666666666666666666666666666666667,3.77
346.701666666666666666666666666666666667,3.74
346.751666666666666666666666666666666667,3.76
346.801666666666666666666666666666666667,3.66
346.851666666666666666666666666666666667,3.79
346.901666666666666666666666666666666667,3.71
346.951666666666666666666666666666666667,3.79
347.001666666666666666666666666666666667,3.77
347.051666666666666666666666666666666667,3.77
347.101666666666666666666666666666666667,3.8
347.151666666666666666666666666666666667,3.86
347.201666666666666666666666666666666667,3.82
347.251666666666666666666666666666666667,3.79
347.301666666666666666666666666666666667,3.79
347.351666666666666666666666666666666667,3.86
347.401666666666666666666666666666666667,3.91
347.451666666666666666666666666666666667,3.84
347.501666666666666666666666666666666667,3.89
347.551666666666666666666666666666666667,3.83
347.601666666666666666666666666666666667,3.88
347.651666666666666666666666666666666667,3.9
347.701666666666666666666666666666666667,3.93
347.751666666666666666666666666666666667,3.92
347.801666666666666666666666666666666667,3.92
347.858333333333333333333333333333333333,3.91
347.901666666666666666666666666666666667,3.89
347.951666666666666666666666666666666667,3.86
348.001666666666666666666666666666666667,3.84
348.051666666666666666666666666666666667,3.88
348.101666666666666666666666666666666667,3.89
348.161666666666666666666666666666666667,3.85
348.201666666666666666666666666666666667,3.91
348.251666666666666666666666666666666667,3.89
348.301666666666666666666666666666666667,3.9
348.351666666666666666666666666666666667,3.94
348.401666666666666666666666666666666667,3.91
348.451666666666666666666666666666666667,3.91
348.501666666666666666666666666666666667,3.86
348.551666666666666666666666666666666667,3.98
348.601666666666666666666666666666666667,3.94
348.651666666666666666666666666666666667,3.91
348.701666666666666666666666666666666667,3.89
348.751666666666666666666666666666666667,3.9
348.801666666666666666666666666666666667,3.91
348.851666666666666666666666666666666667,3.94
348.901666666666666666666666666666666667,3.96
348.951666666666666666666666666666666667,3.92
349.001666666666666666666666666666666667,3.91
349.061666666666666666666666666666666667,3.96
349.101666666666666666666666666666666667,3.95
349.151666666666666666666666666666666667,3.94
349.201666666666666666666666666666666667,3.92
349.258333333333333333333333333333333333,3.92
349.301666666666666666666666666666666667,3.91
349.351666666666666666666666666666666667,3.93
349.401666666666666666666666666666666667,3.93
349.451666666666666666666666666666666667,3.94
349.501666666666666666666666666666666667,4.29
349.551666666666666666666666666666666667,4.23
349.601666666666666666666666666666666667,4.09
349.651666666666666666666666666666666667,4.21
349.701666666666666666666666666666666667,3.95
349.751666666666666666666666666666666667,4.25
349.801666666666666666666666666666666667,4.14
349.851666666666666666666666666666666667,4.44
349.901666666666666666666666666666666667,4.27
349.951666666666666666666666666666666667,4.14
350.001666666666666666666666666666666667,4.22
350.051666666666666666666666666666666667,4.48
350.101666666666666666666666666666666667,4.3
350.151666666666666666666666666666666667,4.33
350.201666666666666666666666666666666667,4.25
350.251666666666666666666666666666666667,4.17
350.301666666666666666666666666666666667,4.44
350.351666666666666666666666666666666667,4.41
350.401666666666666666666666666666666667,4.51
350.451666666666666666666666666666666667,4.52
350.501666666666666666666666666666666667,4.53
350.551666666666666666666666666666666667,4.55
350.601666666666666666666666666666666667,4.28
350.655,4.48
350.701666666666666666666666666666666667,4.22
350.751666666666666666666666666666666667,4.3
350.801666666666666666666666666666666667,4.2
350.851666666666666666666666666666666667,4.29
350.901666666666666666666666666666666667,4.68
350.951666666666666666666666666666666667,4.13
351.001666666666666666666666666666666667,4.57
351.051666666666666666666666666666666667,4.64
351.101666666666666666666666666666666667,4.27
351.151666666666666666666666666666666667,4.3
351.201666666666666666666666666666666667,4.29
351.251666666666666666666666666666666667,4.26
351.301666666666666666666666666666666667,4.27
351.351666666666666666666666666666666667,3.83
351.401666666666666666666666666666666667,4.37
351.451666666666666666666666666666666667,4.37
351.501666666666666666666666666666666667,4.32
