"hours since 01.01.2015  1:00:00",velocity,density,temperature,status
8339,408,7.9,80300,0
8340,423.1,17.5,76200,0
8341,425.7,28.1,36100,0
8342,424.4,26.3,28100,0
8343,431.8,21.4,63000,0
8344,435.2,32.1,56800,0
8345,466.9,7.4,175000,0
8346,495.1,5.6,258000,0
8347,514.2,2.9,287000,0
8348,509.7,3.7,272000,1
8349,523.7,5.4,227000,0
8350,540,4.9,285000,1
8351,522.2,5.3,211000,0
8352,522.3,4.5,255000,1
8353,501.1,5.2,166000,0
8354,496.1,5,223000,0
8355,487.1,5.4,198000,1
8356,489.5,5.8,195000,1
8357,515.3,4.2,193000,0
8358,522.3,2.6,182000,1
8359,540.6,2.4,191000,0
8360,538.7,2.3,183000,0
8361,546.1,2.2,174000,0
8362,537.5,2.3,204000,0
8363,533.8,2.3,166000,0
8364,532,1.8,116000,0
8365,517,2.3,130000,0
8366,506.2,2.6,139000,0
8367,499.1,2.9,138000,0
8368,521.1,2.5,124000,0
8369,523,2.5,149000,0
8370,513.5,2.1,145000,0
8371,522,1.3,161000,1
8372,514.5,1.9,143000,0
8373,530.2,1.8,150000,1
8374,567.2,1.4,210000,0
8375,562.9,1.6,197000,0
8376,588,1,287000,0
8377,602.2,1.1,444000,0
8378,603.9,1.3,358000,0
8379,582,1.2,372000,0
8380,581.6,1.3,350000,0
8381,575.5,1.3,345000,0
8382,565.4,1.3,361000,0
8383,568.4,1.3,231000,1
8384,562.6,1.1,232000,0
8385,,,-100000,9
8386,522.9,1.2,292000,0
8387,515.7,1.1,259000,1
8388,506,0.9,179000,0
8389,501.8,0.8,185000,0
8390,490.4,0.7,161000,0
8391,476.1,0.6,114000,1
8392,456.4,0.9,88800,0
8393,430.3,2.1,68500,0
8394,427.4,1.7,70800,0
8395,426.1,1.9,74600,0
8396,422.9,3.2,48300,0
8397,405.8,3,63800,0
8398,399.7,2.8,71400,0
8399,399.4,3.3,79000,1
8400,388.3,3.1,94500,0
8401,405.2,3.7,84600,0
8402,438.9,4.3,82000,0
8403,445.6,5.1,135000,0
8404,439.9,5.3,89300,0
8405,435,4.4,138000,0
8406,439.2,4.3,155000,0
8407,443.3,2.8,204000,1
8408,445.2,2.6,192000,0
8409,459.8,2.5,253000,0
8410,466.6,2.4,258000,0
8411,471.7,2.7,274000,0
8412,463.1,2.1,248000,1
8413,470.3,2.7,242000,0
8414,468.4,2.5,217000,1
8415,456.2,2.6,216000,0
8416,460.9,2.4,195000,0
8417,485.9,2.4,210000,1
8418,459.4,2.9,206000,0
8419,449.5,3.1,192000,0
8420,459.6,3.1,181000,1
8421,442.3,3.8,216000,0
8422,422.4,3.5,158000,0
8423,440.1,3.5,176000,0
8424,415,3.4,188000,0
8425,416.1,3.5,171000,1
8426,420.7,3.3,123000,0
8427,414.2,3.3,115000,0
8428,414.7,2.8,90600,0
8429,413.5,3.8,118000,1
8430,402.2,3.9,127000,1
8431,403.5,3.9,102000,0
8432,403.8,4,114000,0
8433,402.5,4.2,111000,0
8434,406,4.2,107000,0
8435,403.8,3.9,103000,0
8436,397.7,3.5,110000,0
8437,395,3.5,105000,0
8438,402.7,3.6,87500,0
8439,412.3,3.8,61200,1
8440,398,3.6,103000,1
8441,394.7,3.5,108000,0
8442,407.1,4.4,72100,0
8443,412.4,4.6,60200,0
8444,405,5,77500,0
8445,403.9,4.3,87400,0
8446,392.6,5.5,88300,0
8447,391.8,4.9,81100,0
8448,392.6,4.6,72300,0
8449,404.2,5.9,84000,0
8450,386,4.3,67400,1
8451,383.7,3.7,66600,0
8452,374.7,3.7,57800,0
8453,367.3,4.4,58000,0
8454,372.2,4.2,54000,0
8455,362,4,54500,0
8456,352.7,3.5,61700,0
8457,351.1,3.5,63600,0
8458,354.1,4.2,64000,0
8459,365.7,4.6,45900,0
8460,364.1,5.9,30300,0
8461,367.1,6.6,40000,0
8462,415.4,8.4,144000,1
8463,455.8,13.3,285000,0
8464,468.7,23.1,167000,0
8465,482.8,27.1,135000,0
8466,494.9,25.5,137000,0
8467,493.3,17.9,112000,0
8468,481.4,16.9,108000,0
8469,479.5,19,121000,0
8470,463.2,17.9,83700,0
8471,461.7,19.1,82400,0
8472,444.6,10.9,73000,0
8473,444.7,14.8,75600,1
8474,445.1,16.4,84000,0
8475,434.7,20.9,61100,0
8476,427.5,35.5,59300,0
8477,412.4,37.2,39300,0
8478,398.4,46.6,46900,0
8479,398.8,43.4,58500,0
8480,397,37.5,45400,0
8481,394.4,43,49600,0
8482,395,41.6,48800,0
8483,397.2,31.2,54400,0
8484,395.2,25.1,67500,0
8485,414.3,14,42300,0
8486,404.8,18.6,24200,0
8487,401.9,19.4,33300,0
8488,399.2,16.1,22200,0
8489,398.5,13,16400,0
8490,405.1,9,13100,0
8491,410.8,9,17100,0
8492,410.6,3.9,16800,0
8493,418.4,1.7,19700,0
8494,416.1,2,38000,0
8495,409.9,2.8,51100,1
8496,412.7,2.9,49400,0
8497,408.1,3.4,57500,0
8498,402.2,4.5,73000,0
8499,414.9,5.7,102000,1
8500,404.2,4.9,88000,0
8501,402.9,4.8,82400,0
8502,399,4.6,77800,0
8503,397.9,3.1,83400,0
8504,385.1,3.7,53800,0
8505,381,2.1,66100,0
8506,371.3,1.6,37200,0
8507,370.2,3.2,36000,0
8508,375,4.9,48500,0
8509,379.5,4.9,43800,0
8510,381.4,3.5,41200,0
8511,377.9,3.6,40600,0
8512,374.9,3.4,38800,0
8513,371.2,2.9,40000,0
8514,376.6,2.7,43700,0
8515,392.7,10.9,103000,0
8516,413.8,10.1,142000,0
8517,429.1,15.5,149000,0
8518,417.1,14.2,172000,0
8519,420.3,11.2,193000,0
8520,436,10.7,105000,0
8521,439.4,10.5,130000,0
8522,450.2,11.9,189000,0
8523,448.8,9.3,187000,0
8524,457.9,7.3,149000,0
8525,447.4,11.8,119000,0
8526,439.2,4.9,173000,0
8527,423.6,5.6,173000,0
8528,427.4,20.3,72500,0
8529,428.3,8,118000,0
8530,437.3,3.7,111000,0
8531,440.6,3.8,99600,0
8532,445.3,3.4,118000,0
8533,441,3.8,123000,0
8534,443,3.9,122000,0
8535,427.8,4.7,147000,1
8536,443.9,4,84400,0
8537,438.1,4,93900,0
8538,428.4,4.1,111000,0
8539,430,4.8,88900,0
8540,423.9,4.3,106000,0
8541,429.4,5.3,134000,1
8542,426,4.7,108000,1
8543,435.8,4.5,86800,0
8544,445.8,5.3,107000,0
8545,457,5.5,135000,1
8546,456.2,4.4,110000,0
8547,454,5.2,121000,0
8548,457.8,5.4,111000,0
8549,457,5.2,118000,0
8550,451.3,5.2,133000,0
8551,457.5,5.7,135000,0
8552,457,5.9,138000,0
8553,449.8,6.2,137000,0
8554,442.7,6.7,110000,0
8555,449.2,7,75100,0
8556,470.9,4.1,154000,0
8557,459.9,5.7,173000,0
8558,456.2,4.2,142000,0
8559,458.6,6.5,83900,0
8560,446.4,7.3,59400,0
8561,448.3,8.1,55400,0
8562,442.5,7.3,55700,0
8563,442.7,7.6,64300,0
8564,460.8,6,135000,0
8565,467.2,5.1,153000,0
8566,461.9,5.2,160000,0
8567,451.9,4.3,108000,0
8568,462.9,4.9,201000,0
8569,464.5,4.4,147000,1
8570,453,5.6,135000,0
8571,464.1,4.4,146000,1
8572,480.2,4.4,181000,0
8573,493.4,3.4,199000,0
8574,480,6.9,194000,1
8575,479.5,5.5,181000,0
8576,485.5,5.7,201000,1
8577,503.7,4.7,230000,0
8578,500.4,5.5,200000,0
8579,489.7,5.8,199000,1
8580,493.5,5.1,186000,0
8581,484.4,6.3,166000,0
8582,506.4,4.4,146000,0
8583,,,-100000,3
8584,505,4.5,158000,0
8585,518.3,4.5,162000,1
8586,515.7,4.5,176000,0
8587,508.2,3.9,202000,0
8588,532.2,3.1,229000,0
8589,507.4,3.7,180000,0
8590,519.2,3.7,183000,0
8591,520.7,4.6,234000,1
8592,515.6,4.6,190000,1
8593,523.4,3.3,163000,0
8594,511.9,3.7,191000,1
8595,511.2,4.2,183000,0
8596,508.7,3.4,194000,1
8597,505.9,3.3,154000,0
8598,507.1,5.2,176000,1
8599,480.1,5.1,175000,1
8600,477.8,5,170000,1
8601,481.7,5.3,180000,1
8602,488.4,6,160000,0
8603,485.2,6.5,127000,0
8604,482,6.5,155000,0
8605,492.1,6.4,138000,0
8606,493.1,4.2,165000,0
8607,516.4,3.1,180000,1
8608,512.3,3.2,195000,0
8609,517.3,2.7,252000,0
8610,521.1,2.8,252000,0
8611,510.3,4,211000,1
8612,514.9,4,169000,1
8613,511,3.7,211000,1
8614,493.6,3.4,152000,0
8615,489.5,3.5,124000,0
8616,519.6,3.4,203000,1
8617,517.2,3.5,220000,0
8618,530.6,3.2,223000,1
8619,537.2,3.6,229000,1
8620,521.8,3.7,195000,0
8621,521.4,3,161000,0
8622,543.6,3.3,159000,0
8623,525.7,3.1,183000,0
8624,520.6,3.2,154000,0
8625,529.9,2.7,172000,0
8626,529.4,2.8,153000,0
8627,536.1,2.7,160000,0
8628,523.9,3,180000,0
8629,514.9,3.2,179000,1
8630,511.1,3,169000,1
8631,512.8,3.6,182000,0
8632,546.9,4.3,201000,0
8633,530.3,5,247000,0
8634,553.7,4.1,250000,0
8635,599.9,2.8,213000,0
8636,572.8,3.5,157000,0
8637,557.7,3.6,135000,0
8638,549.4,3.7,164000,0
8639,536.9,2.9,134000,0
8640,543.9,2.9,123000,0
8641,521.5,2.5,117000,0
8642,527.2,2.4,129000,0
8643,529.6,2.2,112000,0
8644,534.1,2.2,158000,0
8645,536.7,1.8,150000,0
8646,531.3,2.2,165000,0
8647,531,2.5,158000,0
8648,542,2.6,128000,0
8649,529.2,2.4,127000,0
8650,531.6,2.8,135000,0
8651,532.2,3.3,137000,0
8652,533,5.2,116000,0
8653,543.9,6.2,90200,0
8654,533.2,8.1,53100,0
8655,525.4,7.5,57000,0
8656,526.9,6.7,46700,0
8657,538.2,8.3,38300,0
8658,541.4,9.2,34000,0
8659,533.9,9.3,39200,0
8660,,,-100000,9
8661,519.1,6.8,69500,0
8662,508.6,5.1,98400,0
8663,495.6,4.7,107000,0
8664,482.7,6.8,55500,0
8665,470.8,10.7,42400,0
8666,460.1,10.1,37800,0
8667,463.8,9.5,39500,0
8668,465.7,7.4,52300,0
8669,458.6,10.5,47900,1
8670,454.4,9.8,29900,0
8671,449.6,9.3,21500,0
8672,443.8,11.3,18400,0
8673,444.3,11,41100,0
8674,438.3,7.7,42700,0
8675,440.2,5.3,75500,0
8676,434.8,5.1,73600,0
8677,435.4,4.8,66300,0
8678,421.1,4,66400,0
8679,400.1,3.6,50600,0
8680,396.8,3.8,57400,0
8681,399.8,3.5,57300,0
8682,393.6,3.5,58900,0
8683,394.9,6.3,58600,0
8684,393.7,7.2,68700,0
8685,,,-100000,3
8686,389.9,6,93700,0
8687,406.1,6.7,94700,0
8688,409.7,6.6,98100,1
8689,404.5,5.3,72500,0
8690,398.2,4.6,57800,0
8691,394.1,4.4,68300,0
8692,388.9,4.1,54600,0
8693,387.7,4.4,58400,0
8694,385.8,5.1,66700,0
8695,390.6,5.6,75000,0
8696,388.6,5.1,72700,0
8697,387.2,5.2,72600,0
8698,386.3,5.8,65300,0
8699,401.4,5.5,66100,0
8700,394.9,5.4,66500,0
8701,409.4,5.1,82400,0
8702,404.4,5.3,73900,0
8703,389.1,4.8,69800,0
8704,395,5,72200,0
8705,389.9,4.8,63500,0
8706,386.5,4.8,70000,0
8707,381.8,4.6,59800,0
8708,378.1,4.1,57200,0
8709,380,4.5,67400,0
8710,371.9,4.9,61500,0
8711,374.7,3.5,80000,0
8712,373.7,3.3,68500,0
8713,380.7,4.6,53300,0
8714,380.6,4.9,45700,0
8715,377.5,5.1,42400,0
8716,373.9,5.5,48400,0
8717,372.3,4.4,49000,0
8718,369.8,4.9,50900,0
8719,372.8,5.5,44300,0
8720,371.6,5.6,41100,0
8721,367.6,5.4,41800,0
8722,360.8,6.5,42600,0
8723,,,-100000,3
8724,363.2,6.4,27900,0
8725,353.8,4.4,44900,0
8726,346.5,3.1,45100,0
8727,346.1,3.5,38400,0
8728,,,-100000,3
8729,346.2,3.3,49100,0
8730,341.4,3.2,41100,0
8731,345,4.4,27900,0
8732,355,4.6,27200,0
8733,354.7,2.8,36700,0
8734,344.7,3.7,43600,0
8735,425.5,0.7,207000,0
8736,414.6,4.4,168000,0
8737,409.4,3.4,129000,0
8738,398.6,2.7,148000,0
8739,445.4,3.2,297000,1
8740,460.3,5.3,265000,0
8741,460.2,5.7,237000,0
8742,477.1,8.5,299000,0
8743,483.1,9.3,264000,0
8744,461.5,12.7,162000,0
8745,454.9,21.7,105000,0
8746,459.9,16.3,141000,0
8747,453.5,15.1,146000,0
8748,462.1,17.6,162000,0
8749,455.8,16.7,157000,0
8750,453.2,13.7,109000,0
8751,451.2,13.2,116000,0
8752,460.7,12,91800,0
8753,447.7,2.9,66400,0
8754,448.8,2,26900,0
8755,,,-100000,3
8756,458.5,2.2,25300,0
8757,459.2,2.9,40500,0
8758,455.3,2.2,46600,0
8759,453.5,0.9,45700,0
8760,447.5,1.1,57100,0
8761,429.2,1.4,39300,0
8762,426.6,0.6,17700,0
8763,424.1,1.4,46100,0
8764,444.2,2.1,172000,0
8765,432,1.5,64700,0
8766,432.6,1.1,60200,0
8767,446.2,0.5,146000,0
8768,449.6,0.2,144000,1
8769,431.9,0.3,167000,0
8770,420.1,0.6,159000,0
8771,418.1,0.9,85500,0
8772,415.8,1,105000,1
8773,421,1.4,80800,0
8774,436.8,1.7,136000,1
8775,417.5,1.7,68700,0
8776,413.3,1.8,51800,0
8777,423.4,4.2,56500,0
8778,436.9,8.4,76100,0
8779,447.6,10.8,66700,0
8780,445.7,9.2,74900,0
8781,440,7.6,118000,0
8782,435.2,6.8,63300,0
8783,436.4,8.1,66800,0
8784,438.2,3.4,37000,0
8785,440.7,1.3,33900,0
8786,436.5,2.8,37400,0
8787,438.2,4.1,46300,0
8788,454.9,9.6,42600,1
8789,455.7,6.8,52300,0
8790,466.2,9.8,72400,0
8791,465.1,8,45300,0
8792,465.5,11.1,45700,0
8793,486.1,7,89000,0
8794,483.4,6.5,92000,0
8795,478.1,6.1,123000,1
8796,471.8,4.8,112000,0
8797,469.9,5.6,102000,0
8798,,,-100000,3
8799,461.2,5.3,101000,0
8800,459.1,5.7,101000,0
8801,459.5,4.6,109000,1
8802,454.9,7.9,97400,0
8803,463,3.1,117000,0
8804,466.9,2.7,90500,0
8805,450.4,4.1,100000,0
8806,444.2,4,101000,0
8807,447.7,4.8,86400,0
8808,439.3,4.4,78500,0
8809,429.8,4,80300,1
8810,438.2,2.6,102000,0
8811,451.3,3.6,83800,0
8812,461.7,3.7,106000,0
8813,,,-100000,4
8814,455.1,2.8,141000,0
8815,452.3,3.7,97300,0
8816,449.7,3.9,93200,0
8817,454.1,4,83900,0
8818,455.4,4.1,78900,0
8819,463,3.7,91700,1
8820,466.7,4.8,86700,0
8821,478.1,4.9,70900,0
8822,467.8,5.4,69000,0
8823,462.8,4.3,72300,0
8824,476.2,4.2,56700,0
8825,478.7,4.1,60800,0
8826,481.9,4.5,70300,1
8827,466.1,3.9,68300,0
8828,445.3,2.8,102000,1
8829,432.9,2.5,111000,0
8830,425,2.2,86900,0
8831,422.7,2.7,82400,0
8832,422.3,2.9,85100,1
8833,424.3,2.9,95800,0
8834,423.7,2.9,91000,0
8835,427.1,3.3,71300,0
8836,446.8,4.6,62500,0
8837,447.7,5.1,81400,0
8838,450.1,4.8,70400,0
8839,443.7,5,57000,0
8840,442.4,4.7,52600,0
8841,448.7,3.3,60800,0
8842,436.3,3.7,67700,0
8843,446.5,4.1,85300,0
8844,436.2,3.9,74100,0
8845,428.6,3.9,61800,0
8846,423.3,4.8,99400,0
8847,417.1,4.8,96500,0
8848,426.6,5.6,64900,0
8849,424.1,6.2,70600,0
8850,422.1,6,77400,0
8851,418.2,5.7,66800,0
8852,410.6,5.6,67800,0
8853,403.2,6,77000,1
8854,408,7.2,89300,0
8855,413.5,6.4,113000,0
8856,422.3,8.3,96400,0
8857,437.9,7.8,112000,0
8858,420.7,7.7,101000,0
8859,406.5,10.4,91100,1
8860,395.2,10.9,72900,0
8861,388.1,10.7,60200,0
8862,381,11.4,66700,0
8863,380.3,15,51700,0
8864,377,10.4,47200,0
8865,398.2,7.7,103000,0
8866,416.8,6.6,90600,0
8867,421.5,8.1,104000,0
8868,,,-100000,3
8869,474.9,8.4,81600,0
8870,470.3,11.4,87000,0
8871,449.3,9.4,107000,0
8872,466.4,3.8,63500,0
8873,469.1,3.2,104000,1
8874,467.7,4.4,352000,0
8875,470.5,4.7,327000,1
8876,486.6,4,292000,0
8877,462.8,5.1,142000,0
8878,486,4.2,197000,0
8879,495.3,4,235000,0
8880,583.2,1.9,166000,0
8881,599.9,1.4,186000,1
8882,597,1.2,200000,0
8883,602.2,2,169000,0
8884,609.8,2.3,246000,1
8885,607.9,2.5,214000,0
8886,596.5,3.5,176000,0
8887,594.1,2.7,127000,0
8888,609.8,2.8,144000,0
8889,618.1,2.2,171000,1
8890,613.7,2.3,192000,0
8891,589.4,1.5,158000,0
8892,548.9,1.9,110000,0
8893,543.8,1.4,175000,0
8894,545.1,1.1,205000,0
8895,538.7,1,235000,0
8896,533.7,1.9,243000,0
8897,550.7,1.6,184000,0
8898,545.9,1.8,186000,0
8899,550,1.9,191000,0
8900,,,-100000,9
8901,559.5,1.8,136000,0
8902,556.1,1,168000,0
8903,547.8,2.9,102000,0
8904,553.4,2.1,137000,1
8905,570.8,1.9,165000,0
8906,577.8,1.1,151000,0
8907,580.1,2,210000,0
8908,565.1,1.5,164000,0
8909,565.3,2.3,127000,1
8910,569.8,1.8,160000,0
8911,573.4,2.3,158000,0
8912,560.5,2.3,149000,0
8913,565.2,2.2,145000,0
8914,547.4,2,131000,1
8915,555.6,2.1,151000,0
8916,556,2,144000,0
8917,561,2,150000,0
8918,559.7,1.7,149000,0
8919,558.1,2,151000,0
8920,574.2,2.1,99000,0
8921,564.7,2.2,91600,0
8922,570.2,2.3,92400,0
8923,552.9,1.7,108000,1
8924,553.7,1.8,103000,0
8925,549.5,1.7,116000,0
8926,542.6,2,103000,0
8927,538,1.7,94800,0
8928,552.3,2,90700,0
8929,551,2.2,81500,0
8930,548.2,2.4,86200,0
8931,538.3,2.4,80600,0
8932,537.4,1.7,102000,0
8933,525.2,2.1,116000,0
8934,518.3,1.7,119000,0
8935,516.9,1.5,115000,0
8936,516.8,1.6,99500,0
8937,505.9,2.2,76100,0
8938,499,2.1,92100,0
8939,495.8,2,91200,0
8940,501.6,2.3,83400,0
8941,497.2,1.9,89800,1
8942,512.7,2.3,75100,0
8943,512,2.7,81600,1
8944,485.1,1.7,103000,0
8945,470.4,2.1,107000,0
8946,468.4,2.9,90500,0
8947,467.9,2.8,77700,1
8948,478.1,3.2,81500,0
8949,466.5,3.1,77100,0
8950,473.4,3.2,81700,0
8951,461.1,2.5,70300,0
8952,462.1,3.2,66700,1
8953,462.4,3.3,66500,0
8954,458.7,3.7,65000,1
8955,460,3.5,65900,0
8956,455.4,4.3,57400,0
8957,464,4.6,61600,0
8958,470.2,3.8,67900,0
8959,464.1,4.2,49600,0
8960,456.9,4.7,43700,0
8961,,,-100000,9
8962,440.9,4.2,56100,0
8963,454.6,4.2,60900,1
8964,443.1,5,69700,0
8965,432.8,5.1,67400,0
8966,433,3.8,84300,1
8967,426.7,4.2,93000,0
8968,435.9,2.9,94700,0
8969,432.2,4.6,62500,0
8970,444.6,4.8,52400,0
8971,455.5,5.9,47000,0
8972,,,-100000,9
8973,440.7,5.5,57600,0
8974,435.5,5.5,81600,0
8975,440.3,5.6,91000,0
8976,440.8,5.9,63400,0
8977,445.3,7.4,74200,0
8978,441.6,5.3,64800,1
8979,440.2,4.5,72000,0
8980,434.9,5,115000,0
8981,432.4,6.1,101000,0
8982,440.9,4.8,104000,0
8983,434.2,6.4,71800,0
8984,444.6,5.6,75800,0
8985,437.9,6.3,74100,0
8986,429.2,5.8,73700,0
8987,438.6,4.9,68000,0
8988,445.2,3.7,95400,0
8989,450.7,4.1,80300,0
8990,451.4,3.1,92300,0
8991,453.2,3.6,77500,0
8992,,,-100000,3
8993,454.7,4,62000,0
8994,441.1,4.3,56300,0
8995,437.9,4.8,59800,0
8996,433.5,5.7,72300,0
8997,443.7,6.5,72100,0
8998,446.6,8.2,71800,1
8999,441,9.7,70100,0
9000,423.8,7.4,84000,0
9001,420.2,6.9,75500,0
9002,409.7,6,72900,0
9003,402.5,6,43900,0
9004,398,6.2,58700,0
9005,396.4,3.2,93200,0
9006,410.6,2.2,99100,1
9007,433.5,1.5,157000,1
9008,437.8,1.8,203000,0
9009,431.9,1.6,136000,0
9010,461.5,1.6,268000,0
9011,521.3,1.3,296000,0
9012,541.9,1.1,177000,0
9013,551.3,1.2,135000,0
9014,556.6,0.9,353000,1
9015,555.1,0.8,420000,0
9016,548.5,0.8,466000,0
9017,592.2,1,507000,0
9018,574.6,1.1,503000,1
9019,574.3,1,656000,1
9020,574.2,0.8,654000,1
9021,559.1,0.9,600000,0
9022,552.3,1.2,522000,0
9023,524.4,1.2,426000,1
9024,530.7,1.1,433000,1
9025,559.2,1.1,595000,1
9026,557.3,1.2,438000,0
9027,564.6,1.1,390000,1
9028,585.1,0.8,424000,1
9029,589.9,0.9,292000,0
9030,612.7,1.4,389000,0
9031,602.2,0.9,351000,0
9032,592.1,1,261000,0
9033,590.1,1.4,282000,1
9034,544.7,1.9,336000,0
9035,545,2.6,315000,0
9036,524.9,2.9,339000,0
9037,527.9,2.2,420000,0
9038,525.8,2.5,350000,0
9039,531.2,0.9,383000,1
9040,542.3,1.1,320000,0
9041,531,1.1,237000,0
9042,534.2,1,196000,1
9043,534.7,0.4,280000,1
9044,550.8,1.2,231000,0
9045,534.3,1.2,176000,1
9046,543.3,1.5,243000,0
9047,548.2,1.6,186000,1
9048,551.9,1.5,241000,0
9049,544.1,0.7,237000,0
9050,541.3,1.1,239000,0
9051,550.9,1.2,209000,0
9052,546.4,0.9,192000,0
9053,553.7,1.1,186000,0
9054,553.4,1,197000,0
9055,570.6,1.1,197000,0
9056,562,1.2,156000,0
9057,546.8,1.2,152000,0
9058,537.5,0.4,229000,1
9059,532.5,0.6,200000,1
9060,531.7,0.6,182000,0
9061,528.3,0.9,139000,0
9062,526.8,0.3,221000,1
9063,519.6,0.5,179000,0
9064,555.6,0.2,220000,0
9065,521.8,0.8,157000,0
9066,530.2,1.2,139000,0
9067,526.6,1.6,147000,0
9068,513.6,1.3,133000,1
9069,511.3,1.4,135000,1
9070,510.8,1.5,148000,0
9071,524.7,0.8,211000,1
9072,503.9,1.1,142000,1
9073,500.5,1.3,127000,0
9074,523.3,1.2,163000,1
9075,503.8,1.2,123000,0
9076,519.3,1.7,130000,0
9077,492,1.1,98700,0
9078,512.3,1.3,125000,0
9079,521.6,1.2,129000,0
9080,488.8,0.6,144000,1
9081,484.3,1.5,112000,1
9082,484.3,0.9,109000,1
9083,479.4,0.7,106000,0
9084,473.5,1.3,86500,0
9085,478.4,1.2,85500,0
9086,472.4,1.3,84700,0
9087,466.3,1.3,76200,1
9088,499,1.8,74800,0
9089,485,1.9,87800,0
9090,462.4,1.9,79100,0
9091,456,2,72700,0
9092,444.1,1.3,101000,1
9093,454.1,2,66600,0
9094,458.2,2,65800,0
9095,445.1,1.7,63300,1
9096,436.3,1.4,62100,1
9097,426.4,1,88300,0
9098,419.7,1.5,89700,0
9099,421.3,1.9,79100,0
9100,404.9,1.4,73100,0
9101,421.5,2.1,34100,0
9102,420.6,2.1,29200,0
9103,411.3,1.4,64700,0
9104,394.4,0.9,70000,0
9105,404.2,1.3,35500,0
9106,409.6,1.2,43000,0
9107,398.3,2,43100,0
9108,408,1.5,51500,0
9109,412.7,0.4,96300,0
9110,392.1,1.7,48800,0
9111,391.3,2.2,30200,0
9112,371.9,1.8,43400,0
9113,369.8,1,74700,0
9114,369.6,1.8,40800,0
9115,371.9,1.3,88800,0
9116,374.9,1.2,90700,1
9117,375.1,1,99500,0
9118,372.8,1.4,67500,0
9119,372.8,0.9,108000,0
9120,366.2,1.2,64800,0
9121,363.6,1.8,50800,0
9122,375.7,3.7,33100,0
9123,390.5,4.7,44700,0
9124,385.2,5.1,38700,1
9125,382.7,5.9,37600,0
9126,377.6,6.1,27700,0
9127,379.5,7.5,20800,0
9128,383.3,10,21000,0
9129,378.9,10.3,22400,0
9130,370.1,7.4,21400,0
9131,368.1,9.7,26600,0
9132,362.3,4.5,28700,0
9133,360,3.1,30900,0
9134,355.7,3.4,27900,0
9135,353.6,3,25800,0
9136,347.5,2.5,35200,0
9137,,,-100000,3
9138,337,3.5,32900,0
9139,332.3,2.2,20400,0
9140,335.1,2,21700,0
9141,335.1,1.8,22400,0
9142,333.2,2.1,20300,0
9143,335.8,1.7,24400,0
9144,339.7,1.6,23200,0
9145,337.6,2.2,24100,0
9146,333.8,2.4,41200,1
9147,323.8,1.9,42800,0
9148,331.4,2.6,39700,0
9149,333.9,2.6,41000,0
9150,343.8,2.1,36600,0
9151,330.6,2,22900,0
9152,320.5,2.2,15600,0
9153,323.1,2.4,36800,0
9154,317,2.2,48000,0
9155,318.5,2.5,38900,0
9156,314.3,2.4,41300,0
9157,316.5,2.3,32500,0
9158,320.5,2.3,28700,1
9159,315.1,2.4,32600,0
9160,319.1,1.9,44300,0
9161,327.7,1.9,71700,0
9162,324.9,1.7,62700,0
9163,321,1.8,58200,0
9164,336.3,1.5,53200,0
9165,337.8,1.3,45400,0
9166,329.4,1.4,37000,0
9167,319.5,2,41900,0
9168,332.3,1.2,49300,1
9169,316.6,2.1,44500,0
9170,306.4,2.4,52500,0
9171,324.3,1.3,72600,0
9172,308.5,2.4,47300,0
9173,325.4,1.4,50400,0
9174,310.7,2.1,41900,0
9175,296.6,2,34100,0
9176,298.1,2.1,23600,0
9177,298.7,2.1,24100,0
9178,299.9,2.3,23500,0
9179,298.4,2.4,26000,0
9180,294.6,2.5,27800,0
9181,292.7,2.4,26800,0
9182,292.4,2.3,28200,0
9183,290.1,2.2,21800,0
9184,291,2.2,25300,0
9185,298.3,2.4,25800,0
9186,304.2,2.3,31800,0
9187,302.6,2.9,36800,1
9188,375.1,12.2,92600,1
9189,363.8,10.3,93900,0
9190,364.1,6.7,102000,0
9191,365,8.2,81700,0
9192,368.9,8.1,94200,0
9193,365.6,5.9,99500,0
9194,362.3,5,87600,0
9195,360.2,4.2,83000,0
9196,343.5,6.3,78200,0
9197,341.9,7.1,75000,0
9198,367.2,12.4,75000,0
9199,383.7,17.7,73400,0
9200,381.4,13.7,56700,0
9201,384.5,15.1,42100,0
9202,381.4,9,23800,0
9203,380.5,10,21800,0
9204,377.2,9.8,20100,0
9205,371.6,9.9,16500,0
9206,375.8,11,14300,0
9207,373.2,12.5,-100000,1
9208,374.8,0.9,52500,0
9209,374.6,0.9,52900,0
9210,361.1,2.7,67800,0
9211,,,-100000,9
9212,367.9,1.4,75500,0
9213,374.4,1.8,104000,0
9214,365.7,1.8,126000,0
9215,369.6,2,104000,0
9216,380,2.4,153000,0
9217,395.2,3.6,147000,0
9218,386.8,3.1,126000,1
9219,379.9,2.2,142000,0
9220,391.4,2.3,114000,0
9221,393.2,3.9,114000,0
9222,384,3.4,111000,1
9223,391.5,3.3,108000,0
9224,375.3,4.1,116000,0
9225,367.4,4.6,119000,0
9226,368.2,3.4,91500,0
9227,365.4,4,81100,0
9228,360.5,7.1,73100,0
9229,365.8,3.1,100000,0
9230,357.6,4.6,102000,0
9231,348.8,6,77300,0
9232,350.9,7.2,70700,0
9233,352.1,9.2,76100,0
9234,358.9,9.6,84100,0
9235,364.8,13.8,98000,0
9236,356.7,10.8,114000,0
