"hours since 01.01.2015  1:00:00",velocity,density,temperature,status
2321,386.9,3.7,34100,0
2322,,,-100000,9
2323,382.3,3.8,31700,0
2324,381.8,2.5,41800,0
2325,375.6,1.9,36000,0
2326,377.1,2.8,30700,0
2327,373,2.9,34500,0
2328,361.2,2.1,59200,0
2329,355.7,3.5,27200,0
2330,359.5,4.3,23800,0
2331,353.5,3.3,29000,0
2332,351.8,3.3,31200,0
2333,352.8,2.9,29100,0
2334,355.4,1.9,39500,0
2335,351.9,1.9,50900,0
2336,344.4,2.7,46600,0
2337,346,1.5,65500,0
2338,354,1.6,41000,0
2339,354.7,4.5,23900,0
2340,347.5,1.8,67600,0
2341,345.6,1.7,61900,0
2342,349.5,1.3,53100,0
2343,350.1,1.1,56300,1
2344,345.1,1.4,36700,0
2345,339.9,1.8,40800,1
2346,353.5,1.1,62700,1
2347,340.9,1.7,58300,0
2348,,,-100000,3
2349,340.8,1.6,42300,0
2350,345.2,1.3,38700,0
2351,342.6,2.7,35500,0
2352,363.9,6.5,51500,0
2353,366,9.4,54000,0
2354,366.2,8.2,52500,0
2355,356.3,7,45200,0
2356,356.7,7.4,53200,0
2357,349.8,5.6,65200,0
2358,349.9,5.2,58700,0
2359,349,5.1,53400,0
2360,372.5,9.1,71400,1
2361,371.2,9.9,98500,0
2362,376.2,7.3,61500,0
2363,368.3,6.6,48000,0
2364,375.3,8.1,31600,0
2365,382.6,9.6,36800,0
2366,378.6,6.2,41700,0
2367,375,6.6,41900,0
2368,379.8,8.2,46700,0
2369,383.3,7,37400,0
2370,378.7,9.5,26500,0
2371,380.4,15.5,32300,0
2372,385,20.2,64300,0
2373,385.5,16.9,47500,0
2374,387.2,16.3,35000,0
2375,,,-100000,3
2376,446.2,8.1,46400,0
2377,432,8.2,52900,0
2378,424.7,12.4,77900,0
2379,429.7,11.8,65200,0
2380,432.7,13.5,70500,0
2381,429.1,15.7,56500,0
2382,420.4,19.8,70100,0
2383,412,17.4,81100,0
2384,404,9.5,75700,0
2385,395.4,10.4,61300,0
2386,403.2,13.8,56400,0
2387,403.8,10.4,49800,0
2388,393.6,15.5,30400,0
2389,394.5,18.7,28300,0
2390,389.1,17.2,35200,0
2391,387.7,19.5,38400,0
2392,384.1,7.3,28300,0
2393,392,2.5,26200,0
2394,,,-100000,9
2395,380.7,3.5,20700,0
2396,375.7,3.2,18500,0
2397,372.8,3.2,18100,0
2398,371.8,4.2,19900,0
2399,367.2,5.8,22000,0
2400,364.3,6.3,31200,0
2401,364,12.4,29700,0
2402,,,-100000,3
2403,361.7,16.8,22900,0
2404,361.6,14,20300,0
2405,360.4,11.6,19100,0
2406,360.1,14.2,20100,0
2407,353.2,11.2,27200,0
2408,368,9.3,51900,0
2409,370.2,6.9,51000,0
2410,362.1,6,38200,0
2411,368.6,5.1,30200,0
2412,369.2,5.8,35200,0
2413,,,-100000,3
2414,380.1,7.7,54300,0
2415,381,7.9,58200,0
2416,375.8,7.2,56100,0
2417,370,7.6,67000,0
2418,370.7,7.9,59000,0
2419,366.9,7.5,72500,0
2420,373.6,7.9,69300,0
2421,381.3,7.7,72800,0
2422,369.5,7.1,73400,0
2423,363,7.6,82100,0
2424,368.2,7.7,83400,0
2425,362.3,7.5,85400,0
2426,358.9,7.5,79700,0
2427,360.1,7.1,87700,0
2428,356.2,6.8,72700,0
2429,356.5,7.1,70500,0
2430,360.1,7.3,54700,0
2431,360.4,8.3,52500,0
2432,356.1,8.7,62400,0
2433,346.7,6.4,74800,0
2434,346.9,5.2,66200,0
2435,348.3,5.4,64500,0
2436,352.6,7.2,46100,0
2437,350.4,7.5,35300,0
2438,348.5,9.3,32700,0
2439,346.5,10,32300,0
2440,344.1,7.5,34300,0
2441,343,4.9,36900,0
2442,336.4,3.7,43900,0
2443,335.4,3.2,45200,0
2444,336.5,3.3,39800,0
2445,,,-100000,3
2446,343.2,8.6,27700,0
2447,355.4,8.6,38800,0
2448,344.1,5.5,29200,0
2449,345.5,7.5,34300,0
2450,350.1,9.5,31200,0
2451,351.6,18.3,21900,0
2452,353,26,14200,0
2453,349.9,22,15200,0
2454,346.1,14.1,18400,0
2455,351.3,21.7,21900,0
2456,351.4,16.5,20100,0
2457,348.2,17.7,19300,0
2458,346.8,16.3,21300,0
2459,342.7,12.7,26000,0
2460,338.8,11.1,33000,0
2461,332.9,11,23800,0
2462,330.5,12.7,21400,0
2463,325.7,11,22500,0
2464,326.1,10.5,23900,0
2465,321.2,9.4,24100,0
2466,309.6,7.4,21200,0
2467,309.9,7.7,23000,0
2468,305,6.4,20400,0
2469,301.6,7,17000,0
2470,296.4,6.5,15400,0
2471,288.9,6.1,12400,0
2472,292.3,6.1,12200,0
2473,292.6,6.2,14300,0
2474,292.8,6.7,13200,0
2475,296.3,6.9,14800,0
2476,315.7,8.7,32100,0
2477,318.8,12.6,31300,1
2478,322.6,14.5,41100,0
2479,327.2,15.7,47700,0
2480,322.2,14.5,55000,0
2481,324.9,8.6,60800,0
2482,334,13.6,52800,0
2483,337.3,17.7,54900,0
2484,344.2,23.8,48700,0
2485,344.9,31.9,51900,0
2486,342.9,34.4,46100,0
2487,323.8,26,46600,0
2488,326,27.2,50700,0
2489,331.3,40.4,46200,0
2490,334.2,28.6,47600,0
2491,334.5,25.6,32100,0
2492,336,12.4,31000,0
2493,330.2,12.6,21000,0
2494,338.5,14.7,32100,0
2495,340.5,18.4,30500,0
2496,329.9,13.3,38300,0
2497,327.5,15.3,36300,0
2498,347,9.4,53100,0
2499,373.4,12.8,68300,0
2500,408,15.7,136000,0
2501,423.4,17.8,137000,0
2502,422.9,17.7,123000,0
2503,427.5,20.8,144000,0
2504,430.3,14.7,165000,1
2505,455.3,7.6,300000,1
2506,479.5,7.5,260000,0
2507,543.8,6.7,309000,1
2508,610.5,6.2,371000,1
2509,611.4,6.1,407000,0
2510,612.3,7.9,377000,0
2511,596,8.7,317000,0
2512,583.9,9.7,318000,0
2513,608.2,8.2,360000,0
2514,610.9,6,349000,0
2515,605.3,5.6,369000,0
2516,590.8,5.6,327000,0
2517,585.8,5.8,341000,1
2518,575.2,6.3,346000,0
2519,552.4,5.6,281000,0
2520,556.7,6.3,282000,0
2521,538,5.3,216000,1
2522,537.9,5.3,264000,0
2523,546.4,4.1,236000,0
2524,562.8,3.1,230000,0
2525,578,2.3,265000,1
2526,602.9,2.7,283000,1
2527,609.3,2.5,233000,0
2528,605.9,2.9,233000,0
2529,624,3.3,271000,0
2530,613.5,3.2,308000,1
2531,,,-100000,3
2532,611.2,4.1,302000,0
2533,601.3,4.7,333000,0
2534,604.3,4.3,322000,0
2535,603.6,4.2,318000,0
2536,624.7,4.9,381000,0
2537,604,5,349000,0
2538,614.3,5.4,373000,0
2539,642.1,4.3,465000,0
2540,652.4,4.4,464000,0
2541,680.4,3.6,553000,0
2542,,,-100000,9
2543,,,-100000,9
2544,635.7,2.8,385000,1
2545,657.1,2.4,321000,0
2546,702.3,2.3,221000,0
2547,,,-100000,3
2548,684.8,2.3,272000,0
2549,678.7,2.1,236000,0
2550,677,2.3,232000,0
2551,663.3,1.8,215000,1
2552,660.1,2.1,198000,0
2553,654.4,2.1,150000,0
2554,640.4,1.5,166000,0
2555,639.6,1.7,176000,0
2556,629.9,2,162000,0
2557,621.7,2,162000,0
2558,619.5,1.9,176000,0
2559,630.9,2.2,149000,0
2560,649.2,2.3,139000,0
2561,654,2.3,142000,0
2562,626.9,2.2,163000,0
2563,605,2.2,191000,0
2564,601.1,2.4,155000,0
2565,590,2.5,166000,0
2566,593.3,2.2,159000,1
2567,584.1,2,149000,0
2568,584.5,2,128000,0
2569,580.4,2,112000,0
2570,573.7,2,129000,0
2571,562.9,1.9,111000,0
2572,561.6,2.1,124000,0
2573,564.4,2.4,112000,0
2574,551,3.3,118000,0
2575,545.8,2.6,145000,0
2576,547.9,2.6,147000,0
2577,541.1,3.2,159000,0
2578,537.7,4.2,122000,0
2579,540.2,5.1,129000,0
2580,525.9,4.1,116000,0
2581,524.1,3.5,126000,0
2582,514.5,3.4,119000,0
2583,500.6,3.8,112000,0
2584,530.5,3.4,99700,0
2585,525.8,3.5,108000,0
2586,529.8,2.9,84200,0
2587,506.8,3,101000,1
2588,489.3,3,105000,1
2589,484.1,3,97100,0
2590,479.7,3.6,79600,0
2591,471.9,3.8,60700,0
2592,463.7,4,56500,0
2593,455.6,4.2,57900,0
2594,449.4,4.4,59400,0
2595,447,3.5,44200,0
2596,438.9,4.2,66800,0
2597,441.1,4.7,52600,0
2598,428.9,4.8,66400,0
2599,427.3,4.7,86700,0
2600,426.2,4.8,94300,1
2601,423.1,4.8,103000,0
2602,415.3,5.1,97300,0
2603,404.4,5.5,71100,0
2604,400.2,5.4,68500,0
2605,399.8,5.6,76400,0
2606,396.3,5.6,66300,0
2607,397.3,5.8,69700,0
2608,394.4,6.3,75900,0
2609,404.1,5.1,55500,0
2610,410.5,6.4,47400,0
2611,410.3,6.8,57400,0
2612,401.6,7.8,50600,0
2613,393.9,8.1,44100,0
2614,388.3,8.4,68800,0
2615,393.5,8.8,74400,0
2616,385,8,65600,0
2617,390.7,7,66800,0
2618,378.9,8.6,70600,0
2619,378,8.4,73400,0
2620,381.8,6.9,89100,0
2621,379.4,9.2,85900,0
2622,385.5,7.1,77700,0
2623,389.6,9.7,61600,0
2624,396.9,12.6,48200,0
2625,397.2,14.6,44900,0
2626,399.2,14.4,44100,0
2627,391.5,14.8,45600,0
2628,397.9,16.2,34800,0
2629,408,20.3,35500,0
2630,410.5,17.3,44200,0
2631,413.2,20.2,57400,0
2632,410.1,15.6,81400,0
2633,,,-100000,9
2634,427,6,56900,0
2635,426.3,10.9,49800,0
2636,448.4,8.5,88100,0
2637,451.9,7.2,136000,0
2638,,,-100000,9
2639,,,-100000,9
2640,508.8,4.8,176000,0
2641,571.4,5.9,267000,0
2642,571.1,4.4,212000,0
2643,564,4,182000,0
2644,563.1,4.5,214000,1
2645,563.6,4,165000,0
2646,563,4.4,184000,0
2647,563.2,4.4,180000,0
2648,553.3,3.4,163000,0
2649,569.2,3.5,158000,0
2650,543.2,3.1,142000,0
2651,541.3,2.9,140000,0
2652,564.3,3.3,193000,0
2653,576.5,3.2,209000,0
2654,564.4,2.9,202000,0
2655,,,-100000,3
2656,571.7,3.5,169000,0
2657,566.9,3.7,180000,0
2658,557.1,3.4,160000,0
2659,563.6,3.7,163000,0
2660,,,-100000,3
2661,,,-100000,9
2662,552.7,5.6,159000,0
2663,553.9,4.7,135000,0
2664,545,5.2,154000,1
2665,549.5,4.9,152000,0
2666,566.2,3.4,125000,0
2667,556.4,2.7,142000,0
2668,557.6,2.5,162000,0
2669,555.6,2.5,177000,0
2670,550.1,2.4,169000,0
2671,,,-100000,3
2672,552.7,3.1,134000,0
2673,564.4,3.5,119000,0
2674,540.2,3.3,130000,0
2675,527.9,3.2,130000,0
2676,520,3.6,140000,0
2677,526.7,3.6,115000,0
2678,499.1,3.7,109000,0
2679,493.9,3.9,118000,1
2680,482.4,4.3,114000,0
2681,494,4.1,121000,0
2682,492,3.2,110000,1
2683,491.6,3.1,125000,0
2684,506.1,3.5,127000,0
2685,492.5,3.7,106000,1
2686,496.3,3.4,102000,0
2687,,,-100000,3
2688,478.1,3.2,103000,0
2689,472.9,2.4,90300,0
2690,467.1,3,84300,0
2691,465.1,3.3,64500,0
2692,456.8,3.4,84100,0
2693,458.4,4,67300,0
2694,448.9,4.2,75600,0
2695,444.4,3.6,78600,1
2696,445,3.7,73200,0
2697,437.3,3.8,88100,0
2698,444.1,3.4,67300,0
2699,434.6,3.3,79100,1
2700,431.9,3.2,80700,0
2701,423.6,3.4,86600,0
2702,424.6,3.7,101000,0
2703,419.7,3.8,90400,1
2704,421.5,3.8,79600,1
2705,420.6,3.9,91700,0
2706,421.9,3.6,83400,0
2707,413.7,3.6,109000,1
2708,410.6,4.1,125000,1
2709,407.2,3.5,125000,1
2710,402.4,3.1,129000,1
2711,399.8,2.7,146000,1
2712,403,2.7,140000,0
2713,410.1,2.3,166000,0
2714,407.2,2.3,138000,0
2715,390.8,2.6,74200,0
2716,385.1,2.8,74600,1
2717,381,2.7,61000,0
2718,377.6,3,57200,1
2719,376.8,3.3,61700,0
2720,378.9,3.5,71400,0
2721,379.8,3.6,76900,0
2722,382.4,3.4,85700,0
2723,380.6,3.2,80500,0
2724,377.6,3.9,74600,0
2725,374.9,4,70500,0
2726,372.6,4,71600,0
2727,368.6,3.7,62000,0
2728,368.4,3.7,67200,0
2729,370,3.8,71300,0
2730,369.4,3.6,71200,0
2731,368.9,3.5,72100,0
2732,368.7,3.3,75700,0
2733,370.3,3.2,79600,0
2734,374,3.1,82400,0
2735,371.8,3.3,78100,0
2736,367.7,3.6,58800,1
2737,369.7,3.6,47200,0
2738,363.6,3.4,34900,0
2739,361.9,3.5,39600,0
2740,361.6,4.2,38400,0
2741,361.5,4.4,38400,0
2742,359.4,4.4,34900,0
2743,353.9,4.5,29600,0
2744,348.9,4.2,41300,0
2745,341,3.5,36700,0
2746,334.7,2.8,30600,0
2747,332.3,3.3,33000,0
2748,329,3.3,25600,0
2749,324.7,2.9,21900,0
2750,318.1,2.8,15600,0
2751,315.2,2.7,16100,0
2752,,,-100000,3
2753,315.8,2.8,13200,0
2754,319.9,2.9,16000,0
2755,321.7,3.3,25600,0
2756,321,4.1,29600,0
2757,322.4,4.4,26000,0
2758,318.8,4.2,27100,0
2759,320.7,4.2,22400,0
2760,317.3,4.4,20700,0
2761,320.1,4.1,16900,0
2762,316.2,3.7,16300,0
2763,313.9,3.9,13700,0
2764,309.4,3.8,19600,0
2765,308.1,3.6,19900,0
2766,303.9,3.2,18800,0
2767,301.7,3.6,20100,0
2768,298.3,3.3,16200,0
2769,295,3.2,14000,0
2770,293.4,3,14300,0
2771,305,4.3,21700,0
2772,311,4.9,23800,0
2773,299.8,3.3,15900,0
2774,304.3,4.1,25000,0
2775,310.6,5.2,22600,0
2776,311.6,5.3,21400,0
2777,307.1,4.7,22100,0
2778,301.4,4,24200,0
2779,302,4.4,22200,0
2780,303.8,4.5,31200,0
2781,310.5,4.8,26500,0
2782,307,4.2,26700,0
2783,306.9,4.1,29400,0
2784,307.4,3.8,24300,0
2785,307.9,3.1,41200,0
2786,309.7,2.5,51500,0
2787,309.5,3.4,63700,0
2788,313.5,4.3,54900,0
2789,319.2,4.5,43800,0
2790,326.3,2.6,37600,0
2791,336,1.8,32900,0
2792,325.9,2.6,30000,0
2793,325.9,2.8,46000,0
2794,330.8,2.3,35100,0
2795,325.6,3.9,49800,0
2796,327.1,4.6,41300,1
2797,320.8,1.7,42300,0
2798,331.7,1.7,38800,0
2799,341.8,1.9,40800,0
2800,,,-100000,3
2801,326.9,1.3,42400,0
2802,314.8,1.3,42600,0
2803,312,1.6,44100,0
2804,302,1.9,45100,1
2805,307.6,1.5,46500,0
2806,306.3,2,43600,1
2807,317.3,1.6,43300,0
2808,311.3,1.9,57200,0
2809,313.5,2,51900,0
2810,314,2.1,70300,0
2811,311,2.2,54700,0
2812,313.6,2.1,59300,0
2813,319.2,2.8,39700,1
2814,324.5,2.1,39300,0
2815,326.3,2,42400,0
2816,318.1,2.4,36700,0
2817,322.4,1.8,38900,0
2818,323.7,1.9,39200,0
2819,318.6,2.1,36900,0
2820,314.3,3.7,37400,0
2821,334.6,3.5,37200,0
2822,327,4.8,42400,0
2823,330.1,3.9,47600,0
2824,330.5,7.5,45900,0
2825,337.9,11.4,30800,0
2826,337,10.3,28500,0
2827,331.6,7.6,36600,0
2828,330,6.8,40500,0
2829,,,-100000,9
2830,322.4,4.6,32500,0
2831,327.6,5,34500,0
2832,327.9,4.3,30900,0
2833,319,3.1,32000,0
2834,317.4,2.7,36000,0
2835,303.6,2.4,40400,0
2836,295,2,38700,0
2837,287.9,2.2,36000,0
2838,284.2,2.9,35800,0
2839,294.3,2.7,38400,0
2840,302.9,2.7,27600,0
2841,300.4,2.2,24500,0
2842,308.5,3.1,31200,0
2843,307.4,3.1,45000,0
2844,306.5,2.6,25900,0
2845,307.5,3.4,35200,0
2846,318.6,4.3,40900,0
2847,311.4,3.6,32100,0
2848,283.4,2.2,25800,0
2849,,,-100000,9
2850,,,-100000,9
2851,283.2,4.4,18000,0
2852,288.3,5.8,22100,1
2853,294.9,7.9,27800,0
2854,295.3,8.2,30700,0
2855,287.2,6.7,20800,0
2856,284.2,6.7,21800,0
2857,286.1,7.4,18500,0
2858,286.2,7.2,17700,0
2859,296.7,5,43300,0
2860,333.5,3.8,55800,1
2861,346.1,3.3,114000,0
2862,347.6,3.7,90600,1
2863,341.6,3.3,72800,1
2864,348.4,4.3,73800,0
2865,358,5.7,87600,0
2866,359.8,5.5,93100,0
2867,351.3,4.7,91000,0
2868,349.7,4.2,83400,1
2869,346.3,4.2,71100,0
2870,,,-100000,3
2871,347.2,4.9,78500,0
2872,351,4.5,83700,0
2873,359.3,4.5,79700,1
2874,359.3,4.5,61000,1
2875,367,5.1,92400,0
2876,354.9,5,96100,0
2877,358.1,5.5,129000,0
2878,366,5.6,130000,0
2879,367.5,6.4,117000,0
2880,357,5.1,156000,0
2881,,,-100000,3
2882,350.7,3.9,94300,0
2883,350.2,4,83500,1
2884,356.1,5.2,74000,0
2885,355,4.8,60100,1
2886,384.4,3.6,78200,0
2887,400.7,3.7,81400,1
2888,412.5,4,118000,0
2889,409,4.1,117000,0
2890,420.9,3.7,155000,1
2891,421.4,3.9,159000,0
2892,436.5,3.9,165000,1
2893,423.8,5.1,167000,1
2894,441.2,4.9,159000,0
2895,435.3,4.8,138000,0
2896,442.3,3.7,106000,0
2897,432.2,4.3,119000,0
2898,425.8,3,111000,0
2899,413.8,4.1,117000,0
2900,415.5,5.1,149000,0
2901,429.3,3.6,142000,1
2902,407.8,5.6,133000,1
2903,413.9,4.4,128000,0
2904,395.9,5.1,122000,0
2905,398.5,5.3,124000,1
2906,406.3,4.3,112000,1
2907,415.2,5.2,208000,1
2908,418.9,4.3,118000,0
2909,405.8,4,107000,0
2910,395.2,4.6,112000,0
2911,407.9,4.7,131000,1
2912,411.4,4.6,118000,0
2913,417.5,5,109000,0
2914,410.2,4.1,106000,1
2915,402.3,3.8,100000,1
2916,407.4,3.6,99700,1
2917,410.6,4.5,131000,1
2918,414.9,4.4,130000,1
2919,414.8,4.4,156000,0
2920,423.9,3.9,123000,0
2921,438,4.2,132000,0
2922,439.1,3.6,107000,0
2923,420.9,3.3,100000,1
2924,,,-100000,3
2925,417.1,2.6,92600,0
2926,419.6,2.7,53500,0
2927,396.1,2.9,83800,0
2928,393.9,2.6,99700,0
2929,405.6,3.4,114000,0
2930,397,3.5,108000,0
2931,385,3.6,91200,0
2932,402.2,3.8,92300,0
2933,392.4,3.3,110000,1
2934,384.7,3.5,97500,0
2935,382.6,3.4,103000,0
2936,382.9,3.5,79200,1
2937,391.8,3,80800,0
2938,391.7,3.1,78700,0
2939,387.6,3.6,65200,0
2940,392.1,3.7,53700,0
2941,383.4,3.3,68900,0
2942,386.7,3.1,59900,0
2943,415.8,3.8,61400,0
2944,399.9,3.6,64500,0
2945,393,3.4,81200,0
2946,382.9,3,66000,0
2947,378.6,3,66500,0
2948,389.6,3.5,70800,0
2949,393.1,3.8,82300,1
2950,401.3,3.7,84300,0
2951,396.3,3.4,82300,0
2952,397.8,2.4,73500,0
2953,394.2,2.4,65200,0
2954,389,2.5,65200,1
2955,390.3,3.8,82600,0
2956,398.8,2.8,79500,0
2957,390.4,3.5,82900,0
2958,405,1.6,62800,0
2959,398.7,2.2,61300,0
2960,386.6,3.6,90300,0
2961,384.1,3.4,83000,0
2962,384.5,2.6,68200,0
2963,388.6,3.3,72200,0
2964,,,-100000,9
2965,379.1,3.2,76900,0
2966,374.7,2.8,82100,0
2967,,,-100000,3
2968,371,3.2,78200,0
2969,369,3.1,81200,1
2970,377.9,2.4,95100,1
2971,371.2,2.2,79100,0
2972,375.7,2.5,74400,0
2973,364.1,3.6,69300,0
2974,372.2,2.7,59800,0
2975,383.4,1.9,40000,0
2976,377.9,2,50100,0
2977,378,1.6,53000,0
2978,376.4,2.1,54900,0
2979,365.1,3.7,82100,0
2980,370.3,4,60600,0
2981,382.9,3.4,58300,0
2982,369.8,4.2,66600,1
2983,382.8,4.4,60100,0
2984,376.9,4.2,58800,0
2985,374.2,3.9,60300,0
2986,358.8,3.4,77300,0
2987,368.4,3.2,56900,0
2988,365.5,2.5,69600,0
2989,372.6,1.6,57400,0
2990,360.8,3.1,68000,0
2991,362,2.5,85300,0
2992,374.6,3.6,71200,0
2993,383,4.3,66100,0
2994,370.2,4.1,79100,1
2995,371.2,3.9,99600,1
2996,366.4,4,96600,0
2997,363.2,4.4,74200,0
2998,362.5,3.9,68100,0
2999,378.2,5,26600,1
3000,449.6,7.7,91200,0
3001,454.8,7.1,151000,0
3002,453.5,9.1,112000,0
3003,458.1,11.3,132000,0
3004,471.8,9.1,111000,0
3005,474.3,8.9,116000,1
3006,468.8,11.4,100000,0
3007,463.9,16.9,87800,0
3008,455.6,17.4,115000,0
3009,454.6,11.1,108000,0
3010,442.8,12,73700,0
3011,441,8.6,69200,0
3012,438.4,11.8,70600,0
3013,435.4,12.1,71300,0
3014,436.2,9.8,67900,0
3015,443.8,5.5,55800,0
3016,439.1,4.4,41400,0
3017,429.9,4.2,36400,0
3018,432.1,4,37100,0
3019,427.7,3.7,36900,0
3020,427.8,2.7,34300,0
3021,427.1,2.7,38600,0
3022,423.5,3.8,41200,0
3023,422.9,4.6,44200,0
3024,427.1,4,50100,0
3025,424.1,4.3,46000,0
3026,417.9,4.1,44400,0
3027,417.3,5.3,73800,0
3028,416.6,4.3,48100,0
3029,415.7,2.5,48700,0
3030,416.7,2.2,39400,0
3031,412.7,2.5,37000,0
3032,413.6,3.2,39200,0
3033,406.9,3.4,34800,0
3034,408.7,3.2,38600,0
3035,413.4,4.3,68900,0
3036,410.1,5,46900,0
3037,402.9,3.8,48100,0
3038,398.1,5,55000,0
3039,407.6,5.7,53900,0
3040,405.5,4.5,53100,0
3041,415.7,5.9,47600,0
3042,413.5,7.3,35200,0
3043,416.8,8.2,28300,0
3044,403.2,7.9,31100,0
3045,396.6,5.5,32000,0
3046,399.4,5.7,32100,0
3047,376.7,5.3,32300,0
3048,374,4.7,33400,0
3049,389.2,6.1,52300,0
3050,403,8.4,23700,0
3051,395.4,10,20600,0
3052,395.2,9.8,19800,0
3053,386,5.8,21600,0
3054,386.5,3.4,23600,1
3055,380.3,6.2,13500,0
3056,381.2,6.6,15000,0
3057,375,4.6,14100,0
3058,372.1,4.6,18500,1
3059,372.5,4.9,16300,0
3060,377,4.6,20900,1
3061,378.9,4,25200,0
3062,379.1,4.2,21800,0
3063,376.5,6.5,15700,1
3064,,,-100000,3
3065,388.1,3.9,15800,0
3066,391.3,2.4,22700,0
3067,398.5,2.8,24400,0
3068,388.4,3.6,20500,0
3069,382.8,4.5,17100,0
3070,376.9,2.9,28300,1
3071,373.7,3.3,22500,0
3072,375.7,3.4,22400,1
3073,382.9,3.3,25400,0
3074,399.8,3,45400,0
3075,396.7,2.6,53900,0
3076,386.4,3.1,76300,0
3077,386.7,3.7,85400,0
3078,403.9,3.5,63400,0
3079,412.5,5.7,61200,0
3080,410.2,12.6,64300,0
3081,405.2,12.3,61100,0
3082,398.7,12.1,57900,0
3083,406.7,12.6,60700,0
3084,404.2,9.5,60300,0
3085,375.5,4.9,46100,0
3086,403.8,5.7,50100,0
3087,396,5.7,40400,0
3088,392.3,8.8,51500,0
3089,387.4,6.5,47700,0
3090,397.7,8.9,60400,0
3091,386.5,7.5,53500,0
3092,370.4,5.3,58100,0
3093,368.7,4.9,48700,0
3094,364.4,4.2,46000,0
3095,371.2,5.8,70500,0
3096,375.3,4.9,73100,0
3097,368.3,5.5,57000,0
3098,370.1,5.5,85900,1
3099,378.8,5.4,94600,0
3100,395.9,7.6,121000,0
3101,398.1,5.5,143000,0
3102,394.8,7.1,157000,0
3103,399.3,6.5,141000,0
3104,401.6,7.1,150000,0
3105,399.5,6.9,87800,0
3106,404.9,7.8,113000,1
3107,400.8,8.5,89600,0
3108,386.6,8.7,61800,0
3109,379.6,11.1,54900,0
3110,374.6,12.3,60100,0
3111,370.3,12.6,57200,0
3112,367.2,9.9,59900,0
3113,360.3,8.4,50100,0
3114,364.6,4.9,60300,0
3115,365.6,4.6,67400,0
3116,360.1,4.7,49100,0
3117,361.9,1.7,34000,0
3118,,,-100000,3
3119,355.9,5,55500,0
3120,354.7,4.7,42300,0
3121,353.3,3.7,38300,0
3122,356.5,6.7,38400,0
3123,359.5,6.8,39100,0
3124,351.8,8.1,20900,0
3125,348.4,8.4,24400,0
3126,355.3,9.7,26300,0
3127,366.6,6.2,33600,0
3128,367,7.3,30500,0
3129,378.1,8.5,27900,0
3130,380.4,9.3,32800,0
3131,375.8,7.8,21000,0
3132,366.6,6.6,20400,0
3133,364.8,7.9,21600,0
3134,360.7,11.6,29400,0
3135,358.2,11.7,30700,0
3136,354,11.6,27500,0
3137,348.7,10.2,27600,0
3138,346.7,12,29000,0
3139,345.7,11.2,34300,0
3140,343.9,14.5,36000,0
3141,345.6,16.3,34700,0
3142,344.3,14.5,31200,0
3143,342.7,17.7,33900,0
3144,344.6,12.3,23800,0
3145,341.8,9,20000,0
3146,342.6,13.5,19000,0
3147,344.7,20,19700,0
3148,345.2,24.1,21200,0
3149,356.7,24.9,51200,0
3150,360.3,20.9,41300,0
3151,359.1,17.7,68400,0
3152,372.5,16.8,77800,0
3153,370,14.7,122000,1
3154,368.9,11.1,97200,0
3155,,,-100000,3
3156,357.7,12.4,72900,0
3157,354.8,14.3,62000,0
3158,363,12.8,71400,0
3159,349.4,12.7,53100,0
3160,359.8,9.3,60800,0
3161,400,7.7,140000,0
3162,438.1,9.1,231000,0
3163,444.7,15,129000,0
3164,469.5,17.6,159000,0
3165,,,-100000,9
3166,539.4,7.9,452000,0
3167,550.3,4.1,254000,0
3168,587.2,8.2,440000,0
3169,589.3,7.5,508000,1
3170,598,7.1,503000,6
3171,615.3,7.9,468000,1
3172,609.5,8.9,466000,1
3173,614.3,9.1,472000,1
3174,576.7,7,344000,1
3175,560.9,5.3,284000,1
3176,604.1,2.5,339000,0
3177,669.8,2.1,236000,0
3178,673.6,2.2,201000,0
3179,681.3,2.3,197000,1
3180,648.5,2,213000,0
3181,659.8,1.6,207000,0
3182,,,-100000,3
3183,693,2.1,212000,1
3184,703.8,2.1,194000,0
3185,705.8,2,163000,0
3186,705.5,1.8,150000,0
3187,698.9,1.8,143000,0
3188,694.6,1.8,169000,0
3189,693.4,1.5,192000,0
3190,726.4,1.8,297000,1
3191,740.7,1.6,294000,0
3192,723.2,1.4,290000,0
3193,677.2,1.1,157000,0
3194,652.4,1.1,136000,0
3195,636.9,1.3,151000,1
3196,624.2,1.2,184000,0
3197,640.7,1.4,235000,0
3198,647.3,1.2,252000,0
3199,661.3,1.8,285000,0
3200,649,2.3,188000,0
3201,694.5,1.3,194000,0
3202,687.4,1.5,137000,0
3203,676.1,1.5,141000,1
3204,687.6,1.7,136000,0
3205,694,1.5,141000,0
3206,666.3,1.2,166000,0
3207,650.4,0.9,118000,0
3208,647.1,0.8,146000,0
3209,,,-100000,3
3210,644.7,1.4,138000,0
3211,633.2,1.5,119000,0
3212,608,1.3,148000,0
3213,592.8,2.2,133000,0
3214,578.5,1.5,108000,1
3215,566.7,1.9,78900,0
3216,553.7,1.4,84700,0
3217,561.1,1.8,78300,0
3218,543.6,1.7,91200,0
3219,536.7,1.9,96200,0
3220,539.2,2.2,91900,0
3221,541.3,1.5,83600,0
3222,552.4,1.7,78600,0
3223,550.2,1.7,77900,0
3224,544.2,1.9,72800,0
3225,537,1.7,72600,0
