"ts","Relative_CH_CorrectSphereArea_j"
28.6530555555556,8.16053497821712
29.6530555555556,8.16767144488085
30.6530555555556,8.18838356192427
31.6530555555556,8.22215905883544
32.6530555555556,8.26798817991676
33.6530555555556,8.3248611694706
34.6530555555556,8.39176827179936
35.6530555555556,8.46769973120541
36.6530555555556,8.55164579199115
37.6530555555556,8.64259669845895
38.6530555555556,8.73954269491122
39.6530555555556,8.84147402565033
40.6530555555556,8.94738093497867
41.6530555555556,9.05625366719863
42.6530555555556,9.16708246661258
43.6530555555556,9.27885757752293
44.6530555555556,9.39056924423205
45.6530555555556,9.50120771104234
46.6530555555556,9.60976322225617
47.6530555555556,9.71522602217594
48.6530555555556,9.81658635510403
49.6530555555556,9.91283446534282
50.6530555555556,10.0030019181692
51.6530555555556,10.0865419243957
52.6530555555556,10.1631554599378
53.6530555555556,10.2326951977251
54.6530555555556,10.2953013078987
55.6530555555556,10.3511468394037
56.6530555555556,10.4004048411853
57.6530555555556,10.4432483621884
58.6530555555556,10.4798504513582
59.6530555555556,10.5103841576397
60.6530555555556,10.5350225299779
61.6530555555556,10.5539386173179
62.6530555555556,10.5673054686048
63.6530555555556,10.5752961327837
64.6530555555556,10.5780836587995
65.6530555555556,10.5758410955975
66.6530555555556,10.5687414921226
67.6530555555556,10.5569578973199
68.6530555555556,10.5406633601344
69.6530555555556,10.5200309295113
70.6530555555556,10.4952336543955
71.6530555555556,10.4664445837322
72.6530555555556,10.4338367664665
73.6530555555556,10.3975832515433
74.6530555555556,10.3578570879077
75.6530555555556,10.3148313245049
76.6530555555556,10.2686790102798
77.6530555555556,10.2195731941776
78.6530555555556,10.1676869251432
79.6530555555556,10.1131932521218
80.6530555555556,10.0562652240584
81.6530555555556,9.99707588989816
82.6530555555556,9.93579829858603
83.6530555555556,9.8726054990671
84.6530555555556,9.80767054028645
85.6530555555556,9.74116647118914
86.6530555555556,9.67326634072023
87.6530555555556,9.60414319782479
88.6530555555556,9.53397009144787
89.6530555555556,9.46292007053455
90.6530555555556,9.39116618402987
91.6530555555556,9.31888756779784
92.6530555555556,9.24632589239458
93.6530555555556,9.17375958247799
94.6530555555556,9.10146753242567
95.6530555555556,9.02972863661517
96.6530555555556,8.95882178942411
97.6530555555556,8.88901378969572
98.6530555555556,8.82044801159309
99.6530555555556,8.75319566757816
100.653055555556,8.6873270624016
101.653055555556,8.6229125008141
102.653055555556,8.56002228756635
103.653055555556,8.49872672740903
104.653055555556,8.43909612509282
105.653055555556,8.38120078536842
106.653055555556,8.3251110129865
107.653055555556,8.27089711269776
108.653055555556,8.21862938925287
109.653055555556,8.16837814740253
110.653055555556,8.12021369189741
111.653055555556,8.0742063274882
112.653055555556,8.03042635892559
113.653055555556,7.98894409096027
114.653055555556,7.9498298283429
115.653055555556,7.9131538758242
116.653055555556,7.87898653815483
117.653055555556,7.84739812008548
118.653055555556,7.81845892636684
119.653055555556,7.79223926174959
120.653055555556,7.76880943098442
121.653055555556,7.74823973882202
122.653055555556,7.73060049001306
123.653055555556,7.71596198930824
124.653055555556,7.70439454145823
125.653055555556,7.69595410352018
126.653055555556,7.69054922979925
127.653055555556,7.68800184019726
128.653055555556,7.68813274742299
129.653055555556,7.69076276418525
130.653055555556,7.69571270319282
131.653055555556,7.7028033771545
132.653055555556,7.71185559877908
133.653055555556,7.72269018077536
134.653055555556,7.73512793585213
135.653055555556,7.74898967671819
136.653055555556,7.76409621608232
137.653055555556,7.78026836665333
138.653055555556,7.79732694114001
139.653055555556,7.81509275225114
140.653055555556,7.83338661269553
141.653055555556,7.85202933518196
142.653055555556,7.87084173241925
143.653055555556,7.88964461711616
144.653055555556,7.9082588019815
145.653055555556,7.92650784896176
146.653055555556,7.94424337364472
147.653055555556,7.96133339351188
148.653055555556,7.9776461323617
149.653055555556,7.99304981399261
150.653055555556,8.00741266220309
151.653055555556,8.02060290079158
152.653055555556,8.03248875355653
153.653055555556,8.0429384442964
